period,sheet,row,code,p,n,band,official,linear_pN,difference
2026-04,Sub-ICB,314,C_320,0.92,9918,33,33.2804761904762,33.280476190476186,-1.4210854715202004e-14
2026-04,Sub-ICB,315,C_330,0.5,13150,11,11.2908745247148,11.290874524714829,2.842170943040401e-14
2026-04,Sub-ICB,315,C_330,0.92,13150,35,35.4927536231884,35.492753623188406,7.105427357601002e-15
2026-04,Sub-ICB,316,C_340,0.5,6404,9,9.28571428571429,9.285714285714286,-3.552713678800501e-15
2026-04,Sub-ICB,316,C_340,0.92,6404,29,29.9460465116279,29.946046511627912,1.0658141036401503e-14
2026-04,Sub-ICB,317,C_400,0.5,7053,13,13.5951086956522,13.595108695652174,-2.6645352591003757e-14
2026-04,Sub-ICB,317,C_400,0.92,7053,34,34.9803174603175,34.980317460317465,-3.552713678800501e-14
2026-04,Sub-ICB,318,C_410,0.5,3354,12,12.36,12.36,0.0
2026-04,Sub-ICB,318,C_410,0.92,3354,37,37.3214814814815,37.32148148148149,-7.105427357601002e-15
2026-04,Sub-ICB,319,C_430,0.5,265,5,5.06,5.06,0.0
2026-04,Sub-ICB,319,C_430,0.92,265,14,14.9333333333333,14.933333333333337,3.730349362740526e-14
2026-04,Sub-ICB,320,C_502,0.5,14428,13,13.1056701030928,13.105670103092784,-1.5987211554602254e-14
2026-04,Sub-ICB,320,C_502,0.92,14428,42,42.7556043956044,42.7556043956044,0.0
2026-04,Sub-ICB,326,C_999,0.5,195859,11,11.7784922394678,11.77849223946785,4.973799150320701e-14
2026-04,Sub-ICB,326,C_999,0.92,195859,37,37.8046005509642,37.80460055096419,-1.4210854715202004e-14
2026-04,Sub-ICB,327,C_100,0.5,17351,13,13.5480591497227,13.548059149722736,3.552713678800501e-14
2026-04,Sub-ICB,327,C_100,0.92,17351,39,39.8575483870968,39.85754838709678,-2.1316282072803006e-14
2026-04,Sub-ICB,328,C_101,0.5,14951,12,12.5479302832244,12.547930283224401,1.7763568394002505e-15
2026-04,Sub-ICB,328,C_101,0.92,14951,36,36.846779661017,36.84677966101695,-4.973799150320701e-14
2026-04,Sub-ICB,329,C_110,0.5,24683,12,12.7577777777778,12.757777777777777,-2.3092638912203256e-14
2026-04,Sub-ICB,329,C_110,0.92,24683,37,37.5421138211382,37.542113821138216,1.4210854715202004e-14
2026-04,Sub-ICB,330,C_120,0.5,15723,14,14.1040076335878,14.104007633587786,-1.4210854715202004e-14
2026-04,Sub-ICB,330,C_120,0.92,15723,42,42.2271232876712,42.22712328767123,3.552713678800501e-14
2026-04,Sub-ICB,331,C_130,0.5,18409,8,8.72432113341204,8.724321133412042,1.7763568394002505e-15
2026-04,Sub-ICB,331,C_130,0.92,18409,26,26.48,26.48000000000001,1.0658141036401503e-14
2026-04,Sub-ICB,332,C_140,0.5,9143,11,11.4917763157895,11.491776315789474,-2.4868995751603507e-14
2026-04,Sub-ICB,332,C_140,0.92,9143,36,36.3525925925926,36.352592592592586,-1.4210854715202004e-14
2026-04,Sub-ICB,333,C_150,0.5,3657,11,11.2286821705426,11.228682170542635,3.552713678800501e-14
2026-04,Sub-ICB,333,C_150,0.92,3657,36,36.9806896551724,36.98068965517241,1.4210854715202004e-14
2026-04,Sub-ICB,334,C_160,0.5,2280,16,16.6216216216216,16.62162162162162,2.1316282072803006e-14
2026-04,Sub-ICB,334,C_160,0.92,2280,47,47.6322580645161,47.63225806451613,2.842170943040401e-14
2026-04,Sub-ICB,335,C_170,0.5,22,9,9.5,9.5,0.0
2026-04,Sub-ICB,335,C_170,0.92,22,29,29.24,29.240000000000002,3.552713678800501e-15
2026-04,Sub-ICB,336,C_300,0.5,1230,16,16.0588235294118,16.058823529411764,-3.552713678800501e-14
2026-04,Sub-ICB,336,C_300,0.92,1230,45,45.66,45.66000000000001,1.4210854715202004e-14
2026-04,Sub-ICB,337,C_301,0.5,13533,10,10.5379241516966,10.537924151696608,7.105427357601002e-15
2026-04,Sub-ICB,337,C_301,0.92,13533,34,34.9278260869565,34.92782608695653,2.842170943040401e-14
2026-04,Sub-ICB,338,C_320,0.5,12563,9,9.82471264367816,9.824712643678161,1.7763568394002505e-15
2026-04,Sub-ICB,338,C_320,0.92,12563,27,27.3757798165138,27.37577981651377,-2.842170943040401e-14
2026-04,Sub-ICB,339,C_330,0.5,13741,13,13.0047021943574,13.004702194357368,-3.197442310920451e-14
2026-04,Sub-ICB,339,C_330,0.92,13741,42,42.165393258427,42.16539325842698,-2.1316282072803006e-14
2026-04,Sub-ICB,340,C_340,0.5,9299,9,9.30487804878049,9.304878048780488,-1.7763568394002505e-15
2026-04,Sub-ICB,340,C_340,0.92,9299,33,33.6022857142857,33.60228571428571,1.4210854715202004e-14
2026-04,Sub-ICB,341,C_400,0.5,7126,13,13.8358974358974,13.835897435897436,3.730349362740526e-14
2026-04,Sub-ICB,341,C_400,0.92,7126,41,41.5073684210526,41.50736842105263,3.552713678800501e-14
2026-04,Sub-ICB,342,C_410,0.5,2487,8,8.37890625,8.37890625,0.0
2026-04,Sub-ICB,342,C_410,0.92,2487,27,27.151,27.151,0.0
2026-04,Sub-ICB,343,C_430,0.5,907,6,6.0078125,6.0078125,0.0
2026-04,Sub-ICB,343,C_430,0.92,907,15,15.9784615384615,15.978461538461541,4.085620730620576e-14
2026-04,Sub-ICB,344,C_502,0.5,22360,12,12.7091988130564,12.70919881305638,-1.9539925233402755e-14
2026-04,Sub-ICB,344,C_502,0.92,22360,41,41.2123711340206,41.21237113402062,2.1316282072803006e-14
2026-04,Sub-ICB,350,C_999,0.5,253315,11,11.4064294561423,11.406429456142327,2.6645352591003757e-14
2026-04,Sub-ICB,350,C_999,0.92,253315,37,37.3732564237022,37.37325642370216,-4.263256414560601e-14
2026-04,Sub-ICB,351,C_100,0.5,10556,13,13.6944444444444,13.694444444444445,4.440892098500626e-14
2026-04,Sub-ICB,351,C_100,0.92,10556,41,41.0135714285714,41.01357142857143,2.842170943040401e-14
2026-04,Sub-ICB,352,C_101,0.5,17580,12,12.8943661971831,12.894366197183098,-1.7763568394002505e-15
2026-04,Sub-ICB,352,C_101,0.92,17580,36,36.85375,36.853750000000005,7.105427357601002e-15
2026-04,Sub-ICB,353,C_110,0.5,22607,13,13.8584905660377,13.858490566037736,3.552713678800501e-14
2026-04,Sub-ICB,353,C_110,0.92,22607,40,40.67,40.67000000000001,7.105427357601002e-15
2026-04,Sub-ICB,354,C_120,0.5,26832,16,16.2185039370079,16.218503937007874,-2.4868995751603507e-14
2026-04,Sub-ICB,354,C_120,0.92,26832,44,44.3761797752809,44.37617977528091,7.105427357601002e-15
2026-04,Sub-ICB,355,C_130,0.5,22131,8,8.6481308411215,8.648130841121496,-3.552713678800501e-15
2026-04,Sub-ICB,355,C_130,0.92,22131,27,27.6658285714286,27.665828571428573,-2.842170943040401e-14
2026-04,Sub-ICB,356,C_140,0.5,15737,14,14.6297836938436,14.629783693843594,-5.329070518200751e-15
2026-04,Sub-ICB,356,C_140,0.92,15737,39,39.0333884297521,39.03338842975207,-2.842170943040401e-14
2026-04,Sub-ICB,357,C_150,0.5,3352,12,12.9466666666667,12.946666666666667,-3.197442310920451e-14
2026-04,Sub-ICB,357,C_150,0.92,3352,36,36.3737931034483,36.37379310344828,-2.1316282072803006e-14
2026-04,Sub-ICB,358,C_160,0.5,4807,17,17.9489795918367,17.948979591836736,3.552713678800501e-14
2026-04,Sub-ICB,358,C_160,0.92,4807,44,44.7114893617021,44.711489361702135,3.552713678800501e-14
2026-04,Sub-ICB,359,C_170,0.5,384,8,8.40909090909091,8.409090909090908,-1.7763568394002505e-15
2026-04,Sub-ICB,359,C_170,0.92,384,27,27.07,27.070000000000007,7.105427357601002e-15
2026-04,Sub-ICB,360,C_300,0.5,1256,16,16.1666666666667,16.166666666666668,-3.197442310920451e-14
2026-04,Sub-ICB,360,C_300,0.92,1256,43,43.5866666666667,43.586666666666666,-3.552713678800501e-14
2026-04,Sub-ICB,361,C_301,0.5,13288,10,10.5488215488215,10.548821548821548,4.796163466380676e-14
2026-04,Sub-ICB,361,C_301,0.92,13288,29,29.499512195122,29.499512195121962,-3.907985046680551e-14
2026-04,Sub-ICB,362,C_320,0.5,16790,12,12.5051724137931,12.505172413793103,3.552713678800501e-15
2026-04,Sub-ICB,362,C_320,0.92,16790,37,37.1887323943662,37.188732394366205,7.105427357601002e-15
2026-04,Sub-ICB,363,C_330,0.5,14994,10,10.6974595842956,10.697459584295611,1.0658141036401503e-14
2026-04,Sub-ICB,363,C_330,0.92,14994,37,37.6044444444445,37.604444444444454,-4.973799150320701e-14
2026-04,Sub-ICB,364,C_340,0.5,10413,10,10.8142144638404,10.814214463840399,-1.7763568394002505e-15
2026-04,Sub-ICB,364,C_340,0.92,10413,33,33.1326666666667,33.13266666666668,-2.1316282072803006e-14
2026-04,Sub-ICB,365,C_400,0.5,8764,12,12.2421383647799,12.242138364779874,-2.4868995751603507e-14
2026-04,Sub-ICB,365,C_400,0.92,8764,32,32.3022950819672,32.302295081967216,1.4210854715202004e-14
2026-04,Sub-ICB,366,C_410,0.5,3303,8,8.39051094890511,8.39051094890511,0.0
2026-04,Sub-ICB,366,C_410,0.92,3303,24,24.644,24.644000000000005,7.105427357601002e-15
2026-04,Sub-ICB,367,C_430,0.5,693,7,7.55714285714286,7.557142857142857,-2.6645352591003757e-15
2026-04,Sub-ICB,367,C_430,0.92,693,27,27.08,27.08000000000001,1.0658141036401503e-14
2026-04,Sub-ICB,368,C_502,0.5,18952,9,9.7381974248927,9.738197424892704,3.552713678800501e-15
2026-04,Sub-ICB,368,C_502,0.92,18952,33,33.5179746835443,33.5179746835443,0.0
2026-04,Sub-ICB,374,C_999,0.5,293191,11,11.7065065763252,11.706506576325229,2.842170943040401e-14
2026-04,Sub-ICB,374,C_999,0.92,293191,36,36.83045920642,36.83045920641999,-1.4210854715202004e-14
2026-04,Sub-ICB,375,C_100,0.5,2923,8,8.84579439252336,8.845794392523365,5.329070518200751e-15
2026-04,Sub-ICB,375,C_100,0.92,2923,34,34.0682352941177,34.06823529411766,-3.552713678800501e-14
2026-04,Sub-ICB,376,C_101,0.5,4518,10,10.5654761904762,10.56547619047619,-1.0658141036401503e-14
2026-04,Sub-ICB,376,C_101,0.92,4518,37,37.628,37.62800000000002,2.1316282072803006e-14
2026-04,Sub-ICB,377,C_110,0.5,14068,17,17.4755555555556,17.475555555555555,-4.618527782440651e-14
2026-04,Sub-ICB,377,C_110,0.92,14068,45,45.7291428571429,45.72914285714287,-2.842170943040401e-14
2026-04,Sub-ICB,378,C_120,0.5,9020,14,14.8134920634921,14.813492063492063,-3.730349362740526e-14
2026-04,Sub-ICB,378,C_120,0.92,9020,39,39.5037037037037,39.5037037037037,0.0
2026-04,Sub-ICB,379,C_130,0.5,9430,9,9.32964601769912,9.329646017699115,-5.329070518200751e-15
2026-04,Sub-ICB,379,C_130,0.92,9430,29,29.6127659574468,29.61276595744681,1.0658141036401503e-14
2026-04,Sub-ICB,380,C_140,0.5,4751,13,13.8341836734694,13.834183673469388,-1.2434497875801753e-14
2026-04,Sub-ICB,380,C_140,0.92,4751,41,41.2392592592593,41.23925925925926,-3.552713678800501e-14
2026-04,Sub-ICB,381,C_150,0.5,33,10,10.5,10.5,0.0
2026-04,Sub-ICB,381,C_150,0.92,33,36,36.36,36.36,0.0
2026-04,Sub-ICB,382,C_160,0.5,496,11,11.5882352941176,11.588235294117647,4.618527782440651e-14
2026-04,Sub-ICB,382,C_160,0.92,496,34,34.3927272727273,34.39272727272727,-2.842170943040401e-14
2026-04,Sub-ICB,384,C_300,0.5,258,9,9.11111111111111,9.11111111111111,0.0
2026-04,Sub-ICB,384,C_300,0.92,258,17,17.1685714285714,17.16857142857143,2.842170943040401e-14
2026-04,Sub-ICB,385,C_301,0.5,6420,9,9.69288389513109,9.692883895131086,-3.552713678800501e-15
2026-04,Sub-ICB,385,C_301,0.92,6420,24,24.8244897959184,24.824489795918378,-2.1316282072803006e-14
2026-04,Sub-ICB,386,C_320,0.5,5628,10,10.953125,10.953125,0.0
2026-04,Sub-ICB,386,C_320,0.92,5628,32,32.719,32.71900000000001,7.105427357601002e-15
2026-04,Sub-ICB,387,C_330,0.5,5583,12,12.2191358024691,12.219135802469136,3.552713678800501e-14
2026-04,Sub-ICB,387,C_330,0.92,5583,40,40.7080701754386,40.70807017543861,7.105427357601002e-15
2026-04,Sub-ICB,388,C_340,0.5,1980,12,12.1285714285714,12.128571428571428,2.842170943040401e-14
2026-04,Sub-ICB,388,C_340,0.92,1980,35,35.5333333333333,35.53333333333334,3.552713678800501e-14
2026-04,Sub-ICB,389,C_400,0.5,2177,10,10.912037037037,10.912037037037036,3.552713678800501e-14
2026-04,Sub-ICB,389,C_400,0.92,2177,30,30.728,30.728000000000005,3.552713678800501e-15
2026-04,Sub-ICB,390,C_410,0.5,1279,8,8.4921875,8.4921875,0.0
2026-04,Sub-ICB,390,C_410,0.92,1279,25,25.5425,25.542500000000004,3.552713678800501e-15
2026-04,Sub-ICB,391,C_430,0.5,828,10,10.7173913043478,10.717391304347826,2.6645352591003757e-14
2026-04,Sub-ICB,391,C_430,0.92,828,24,24.676,24.676,0.0
2026-04,Sub-ICB,392,C_502,0.5,8201,14,14.8239130434783,14.82391304347826,-3.907985046680551e-14
2026-04,Sub-ICB,392,C_502,0.92,8201,43,43.5559090909091,43.55590909090909,-7.105427357601002e-15
2026-04,Sub-ICB,398,C_999,0.5,97462,12,12.0121913097843,12.012191309784308,8.881784197001252e-15
2026-04,Sub-ICB,398,C_999,0.92,97462,38,38.808,38.808000000000014,1.4210854715202004e-14
2026-04,Sub-ICB,399,C_100,0.5,804,9,9.70588235294118,9.705882352941176,-3.552713678800501e-15
2026-04,Sub-ICB,399,C_100,0.92,804,37,37.6133333333333,37.613333333333344,4.263256414560601e-14
2026-04,Sub-ICB,400,C_101,0.5,4364,8,8.30167597765363,8.30167597765363,0.0
2026-04,Sub-ICB,400,C_101,0.92,4364,30,30.7626666666667,30.76266666666667,-2.842170943040401e-14
2026-04,Sub-ICB,401,C_110,0.5,10890,14,14.2772277227723,14.277227722772277,-2.3092638912203256e-14
2026-04,Sub-ICB,401,C_110,0.92,10890,38,38.3381443298969,38.33814432989692,2.1316282072803006e-14
2026-04,Sub-ICB,402,C_120,0.5,5476,13,13.6190476190476,13.619047619047619,1.7763568394002505e-14
2026-04,Sub-ICB,402,C_120,0.92,5476,33,33.9883870967742,33.9883870967742,0.0
2026-04,Sub-ICB,403,C_130,0.5,5543,7,7.87592592592593,7.875925925925926,-4.440892098500626e-15
2026-04,Sub-ICB,403,C_130,0.92,5543,25,25.379512195122,25.37951219512196,-3.907985046680551e-14
2026-04,Sub-ICB,404,C_140,0.5,3627,12,12.3346153846154,12.334615384615384,-1.5987211554602254e-14
2026-04,Sub-ICB,404,C_140,0.92,3627,31,31.0738461538462,31.073846153846155,-4.618527782440651e-14
2026-04,Sub-ICB,405,C_150,0.5,172,8,8.28571428571429,8.285714285714286,-3.552713678800501e-15
2026-04,Sub-ICB,405,C_150,0.92,172,29,29.62,29.620000000000005,3.552713678800501e-15
2026-04,Sub-ICB,406,C_160,0.5,213,11,11.5,11.5,0.0
2026-04,Sub-ICB,406,C_160,0.92,213,38,38.48,38.480000000000004,7.105427357601002e-15
2026-04,Sub-ICB,407,C_170,0.5,38,7,8,8.0,0.0
2026-04,Sub-ICB,407,C_170,0.92,38,16,16.6533333333333,16.653333333333332,3.197442310920451e-14
2026-04,Sub-ICB,408,C_300,0.5,267,7,7.92424242424242,7.924242424242424,3.552713678800501e-15
2026-04,Sub-ICB,408,C_300,0.92,267,18,18.2133333333333,18.21333333333334,3.907985046680551e-14
2026-04,Sub-ICB,409,C_301,0.5,5147,7,7.5484375,7.5484375,0.0
2026-04,Sub-ICB,409,C_301,0.92,5147,21,21.3308108108108,21.330810810810807,7.105427357601002e-15
2026-04,Sub-ICB,410,C_320,0.5,7379,10,10.6598101265823,10.659810126582279,-2.1316282072803006e-14
2026-04,Sub-ICB,410,C_320,0.92,7379,30,30.3372727272727,30.33727272727273,2.842170943040401e-14
2026-04,Sub-ICB,411,C_330,0.5,4564,10,10.7889908256881,10.788990825688073,-2.6645352591003757e-14
2026-04,Sub-ICB,411,C_330,0.92,4564,32,32.4728205128205,32.47282051282051,1.4210854715202004e-14
2026-04,Sub-ICB,412,C_340,0.5,1202,8,8.44285714285714,8.442857142857143,3.552713678800501e-15
2026-04,Sub-ICB,412,C_340,0.92,1202,21,21.1415384615385,21.141538461538474,-2.4868995751603507e-14
2026-04,Sub-ICB,413,C_400,0.5,2088,9,9.88135593220339,9.88135593220339,0.0
2026-04,Sub-ICB,413,C_400,0.92,2088,31,31.7755555555556,31.775555555555556,-4.263256414560601e-14
2026-04,Sub-ICB,414,C_410,0.5,1139,11,11.4677419354839,11.46774193548387,-3.019806626980426e-14
2026-04,Sub-ICB,414,C_410,0.92,1139,32,32.6566666666667,32.65666666666667,-2.842170943040401e-14
2026-04,Sub-ICB,415,C_430,0.5,304,6,6.64285714285714,6.642857142857143,3.552713678800501e-15
2026-04,Sub-ICB,415,C_430,0.92,304,19,19.9542857142857,19.954285714285714,1.4210854715202004e-14
2026-04,Sub-ICB,416,C_502,0.5,4522,10,10.7638888888889,10.76388888888889,-1.0658141036401503e-14
2026-04,Sub-ICB,416,C_502,0.92,4522,33,33.8287719298246,33.828771929824555,-4.263256414560601e-14
2026-04,Sub-ICB,422,C_999,0.5,76142,10,10.0216647662486,10.021664766248575,-2.4868995751603507e-14
2026-04,Sub-ICB,422,C_999,0.92,76142,31,31.9690733056708,31.969073305670815,1.4210854715202004e-14
2026-04,Sub-ICB,423,C_100,0.5,2729,10,10.8762376237624,10.876237623762377,-2.3092638912203256e-14
2026-04,Sub-ICB,423,C_100,0.92,2729,36,36.3180952380953,36.31809523809525,-4.973799150320701e-14
2026-04,Sub-ICB,424,C_101,0.5,2700,12,12.2444444444444,12.244444444444444,4.440892098500626e-14
2026-04,Sub-ICB,424,C_101,0.92,2700,33,33.4285714285714,33.42857142857143,2.842170943040401e-14
2026-04,Sub-ICB,425,C_110,0.5,8886,16,16.0617283950617,16.061728395061728,2.842170943040401e-14
2026-04,Sub-ICB,425,C_110,0.92,8886,44,44.948085106383,44.94808510638299,-7.105427357601002e-15
2026-04,Sub-ICB,426,C_120,0.5,4160,9,9.26315789473684,9.263157894736842,1.7763568394002505e-15
2026-04,Sub-ICB,426,C_120,0.92,4160,31,31.5647058823529,31.56470588235295,4.973799150320701e-14
2026-04,Sub-ICB,427,C_130,0.5,7060,7,7.41620111731844,7.416201117318436,-4.440892098500626e-15
2026-04,Sub-ICB,427,C_130,0.92,7060,29,29.7809523809524,29.780952380952392,-7.105427357601002e-15
2026-04,Sub-ICB,428,C_140,0.5,2531,10,10.5053191489362,10.50531914893617,-3.019806626980426e-14
2026-04,Sub-ICB,428,C_140,0.92,2531,31,31.4815384615385,31.48153846153846,-3.907985046680551e-14
2026-04,Sub-ICB,429,C_150,0.5,725,18,18.15,18.15,0.0
2026-04,Sub-ICB,429,C_150,0.92,725,46,47,47.0,0.0
2026-04,Sub-ICB,430,C_160,0.5,428,10,11,11.0,0.0
2026-04,Sub-ICB,430,C_160,0.92,428,38,38.2533333333333,38.25333333333333,2.842170943040401e-14
2026-04,Sub-ICB,431,C_170,0.5,171,19,19.3571428571429,19.357142857142858,-4.263256414560601e-14
2026-04,Sub-ICB,431,C_170,0.92,171,43,43.16,43.16,0.0
2026-04,Sub-ICB,432,C_300,0.5,22,9,9.5,9.5,0.0
2026-04,Sub-ICB,432,C_300,0.92,22,33,33.24,33.24,0.0
2026-04,Sub-ICB,433,C_301,0.5,2844,4,4.97101449275362,4.971014492753623,2.6645352591003757e-15
2026-04,Sub-ICB,433,C_301,0.92,2844,20,20.6304761904762,20.63047619047619,-1.0658141036401503e-14
2026-04,Sub-ICB,434,C_320,0.5,3814,12,12.6336633663366,12.633663366336634,3.375077994860476e-14
2026-04,Sub-ICB,434,C_320,0.92,3814,38,38.872,38.872,0.0
2026-04,Sub-ICB,435,C_330,0.5,3513,5,5.97222222222222,5.972222222222222,2.6645352591003757e-15
2026-04,Sub-ICB,435,C_330,0.92,3513,22,22.015737704918,22.015737704918035,3.552713678800501e-14
2026-04,Sub-ICB,436,C_340,0.5,1031,9,9.85869565217391,9.858695652173914,3.552713678800501e-15
2026-04,Sub-ICB,436,C_340,0.92,1031,29,29.1575,29.157500000000006,7.105427357601002e-15
2026-04,Sub-ICB,437,C_400,0.5,1488,9,9.72131147540984,9.721311475409836,-3.552713678800501e-15
2026-04,Sub-ICB,437,C_400,0.92,1488,30,30.8557142857143,30.85571428571429,-1.0658141036401503e-14
2026-04,Sub-ICB,438,C_410,0.5,802,6,6.11320754716981,6.113207547169812,1.7763568394002505e-15
2026-04,Sub-ICB,438,C_410,0.92,802,17,17.8711111111111,17.871111111111116,1.4210854715202004e-14
2026-04,Sub-ICB,439,C_430,0.5,342,7,7.34615384615385,7.346153846153846,-4.440892098500626e-15
2026-04,Sub-ICB,439,C_430,0.92,342,25,25.528,25.528,0.0
2026-04,Sub-ICB,440,C_502,0.5,4060,11,11.990990990991,11.99099099099099,-8.881784197001252e-15
2026-04,Sub-ICB,440,C_502,0.92,4060,38,38.351724137931,38.35172413793104,4.263256414560601e-14
2026-04,Sub-ICB,446,C_999,0.5,62372,9,9.25961538461539,9.259615384615385,-5.329070518200751e-15
2026-04,Sub-ICB,446,C_999,0.92,62372,34,34.6883568075118,34.68835680751175,-4.973799150320701e-14
2026-04,Sub-ICB,447,C_100,0.5,3429,11,11.5467289719626,11.546728971962617,1.7763568394002505e-14
2026-04,Sub-ICB,447,C_100,0.92,3429,35,35.034,35.03400000000001,1.4210854715202004e-14
2026-04,Sub-ICB,448,C_101,0.5,3653,13,13.3849557522124,13.38495575221239,-1.0658141036401503e-14
2026-04,Sub-ICB,448,C_101,0.92,3653,43,43.1139393939394,43.113939393939404,7.105427357601002e-15
2026-04,Sub-ICB,449,C_110,0.5,10355,11,11.7869458128079,11.786945812807883,-1.7763568394002505e-14
2026-04,Sub-ICB,449,C_110,0.92,10355,42,42.4623376623377,42.46233766233767,-3.552713678800501e-14
2026-04,Sub-ICB,450,C_120,0.5,5969,13,13.8375912408759,13.837591240875913,1.2434497875801753e-14
2026-04,Sub-ICB,450,C_120,0.92,5969,43,43.5251282051282,43.52512820512822,2.1316282072803006e-14
2026-04,Sub-ICB,451,C_130,0.5,5310,7,7.99324324324324,7.993243243243243,2.6645352591003757e-15
2026-04,Sub-ICB,451,C_130,0.92,5310,27,27.5485714285714,27.548571428571424,2.4868995751603507e-14
2026-04,Sub-ICB,452,C_140,0.5,4238,15,15.2358490566038,15.235849056603774,-2.6645352591003757e-14
2026-04,Sub-ICB,452,C_140,0.92,4238,45,45.02,45.02,0.0
2026-04,Sub-ICB,453,C_150,0.5,156,7,8,8.0,0.0
2026-04,Sub-ICB,453,C_150,0.92,156,28,28.5066666666667,28.50666666666667,-2.842170943040401e-14
2026-04,Sub-ICB,454,C_160,0.5,307,8,8.875,8.875,0.0
2026-04,Sub-ICB,454,C_160,0.92,307,38,38.22,38.22,0.0
2026-04,Sub-ICB,455,C_170,0.5,29,6,6.75,6.75,0.0
2026-04,Sub-ICB,455,C_170,0.92,29,23,23.68,23.68,0.0
2026-04,Sub-ICB,456,C_300,0.5,56,8,9,9.0,0.0
2026-04,Sub-ICB,456,C_300,0.92,56,25,25.504,25.504,0.0
2026-04,Sub-ICB,457,C_301,0.5,2479,8,8.94186046511628,8.94186046511628,0.0
2026-04,Sub-ICB,457,C_301,0.92,2479,27,27.6672,27.667200000000012,1.0658141036401503e-14
2026-04,Sub-ICB,458,C_320,0.5,3743,11,11.5701754385965,11.570175438596491,-8.881784197001252e-15
2026-04,Sub-ICB,458,C_320,0.92,3743,33,33.708679245283,33.708679245283015,1.4210854715202004e-14
2026-04,Sub-ICB,459,C_330,0.5,3257,7,7.70833333333333,7.708333333333333,2.6645352591003757e-15
2026-04,Sub-ICB,459,C_330,0.92,3257,32,32.0231578947368,32.02315789473685,4.973799150320701e-14
2026-04,Sub-ICB,460,C_340,0.5,1660,6,6.77981651376147,6.779816513761467,-2.6645352591003757e-15
2026-04,Sub-ICB,460,C_340,0.92,1660,20,20.1222222222222,20.122222222222224,2.4868995751603507e-14
2026-04,Sub-ICB,461,C_400,0.5,1623,12,12.593023255814,12.593023255813954,-4.618527782440651e-14
2026-04,Sub-ICB,461,C_400,0.92,1623,37,37.9618181818182,37.96181818181819,-1.4210854715202004e-14
2026-04,Sub-ICB,462,C_410,0.5,998,12,12.8518518518519,12.851851851851851,-4.796163466380676e-14
2026-04,Sub-ICB,462,C_410,0.92,998,37,37.4622222222222,37.46222222222223,2.842170943040401e-14
2026-04,Sub-ICB,463,C_430,0.5,666,7,7.87179487179487,7.871794871794872,2.6645352591003757e-15
2026-04,Sub-ICB,463,C_430,0.92,666,23,23.215,23.215000000000003,3.552713678800501e-15
2026-04,Sub-ICB,464,C_502,0.5,4144,13,13.9351851851852,13.935185185185185,-1.4210854715202004e-14
2026-04,Sub-ICB,464,C_502,0.92,4144,41,41.4348387096774,41.43483870967742,2.1316282072803006e-14
2026-04,Sub-ICB,470,C_999,0.5,65423,11,11.1080765639589,11.108076563958917,1.7763568394002505e-14
2026-04,Sub-ICB,470,C_999,0.92,65423,38,38.6999122807018,38.69991228070176,-4.263256414560601e-14
2026-04,Sub-ICB,473,C_110,0.5,356,13,13.3125,13.3125,0.0
2026-04,Sub-ICB,473,C_110,0.92,356,31,31.13,31.13000000000001,1.0658141036401503e-14
2026-04,Sub-ICB,474,C_120,0.5,1010,16,16.1785714285714,16.178571428571427,2.842170943040401e-14
2026-04,Sub-ICB,474,C_120,0.92,1010,39,39.4727272727273,39.472727272727276,-2.1316282072803006e-14
2026-04,Sub-ICB,475,C_130,0.5,1523,10,10.4404761904762,10.44047619047619,-1.0658141036401503e-14
2026-04,Sub-ICB,475,C_130,0.92,1523,40,40.3768421052632,40.376842105263165,-3.552713678800501e-14
2026-04,Sub-ICB,476,C_140,0.5,211,12,12.375,12.375,0.0
2026-04,Sub-ICB,476,C_140,0.92,211,34,34.12,34.120000000000005,7.105427357601002e-15
2026-04,Sub-ICB,479,C_170,0.5,282,10,10.9230769230769,10.923076923076923,2.3092638912203256e-14
2026-04,Sub-ICB,479,C_170,0.92,282,24,24.87,24.87,0.0
2026-04,Sub-ICB,481,C_301,0.5,268,6,6.5,6.5,0.0
2026-04,Sub-ICB,481,C_301,0.92,268,21,21.96,21.96,0.0
2026-04,Sub-ICB,482,C_320,0.5,2010,13,13.35,13.35,0.0
2026-04,Sub-ICB,482,C_320,0.92,2010,41,41.5857142857143,41.58571428571429,-1.4210854715202004e-14
2026-04,Sub-ICB,483,C_330,0.5,193,5,5.04545454545455,5.045454545454546,-4.440892098500626e-15
2026-04,Sub-ICB,483,C_330,0.92,193,30,30.78,30.78,0.0
2026-04,Sub-ICB,484,C_340,0.5,27,7,7.5,7.5,0.0
2026-04,Sub-ICB,484,C_340,0.92,27,30,30.84,30.84,0.0
2026-04,Sub-ICB,486,C_410,0.5,219,6,6.575,6.575,0.0
2026-04,Sub-ICB,486,C_410,0.92,219,26,26.2466666666667,26.24666666666667,-3.197442310920451e-14
2026-04,Sub-ICB,488,C_502,0.5,460,22,23,23.0,0.0
2026-04,Sub-ICB,488,C_502,0.92,460,46,46.9333333333333,46.93333333333334,3.552713678800501e-14
2026-04,Sub-ICB,494,C_999,0.5,12917,12,12.7425629290618,12.742562929061785,-1.4210854715202004e-14
2026-04,Sub-ICB,494,C_999,0.92,12917,39,39.7021428571429,39.70214285714287,-3.552713678800501e-14
2026-04,Sub-ICB,495,C_100,0.5,31,11,11.25,11.25,0.0
