period,provider,provider_name,code,total,source_file
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_130,239,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_150,78,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_300,70,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_301,340,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_320,628,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_330,788,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_340,160,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_400,541,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_410,235,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_430,46,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_502,803,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),C_999,6598,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),X02,268,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),X03,3,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),X05,426,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNE,DORKING HEALTHCARE LIMITED (DHC),X06,61,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNH,OPTEGRA UK,C_130,7868,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NNH,OPTEGRA UK,C_999,7868,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NP9,BESPOKE HEALTHCARE LTD,C_400,458,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NP9,BESPOKE HEALTHCARE LTD,C_999,458,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG01,SPAMEDICA MANCHESTER,C_130,361,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG01,SPAMEDICA MANCHESTER,C_999,361,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG02,SPAMEDICA WIRRAL,C_130,341,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG02,SPAMEDICA WIRRAL,C_999,341,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG06,SPAMEDICA LIVERPOOL,C_130,454,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG06,SPAMEDICA LIVERPOOL,C_999,454,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),C_130,639,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),C_999,639,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG08,SPAMEDICA BOLTON,C_130,685,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG08,SPAMEDICA BOLTON,C_999,685,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG10,SPAMEDICA SHEFFIELD,C_130,425,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG10,SPAMEDICA SHEFFIELD,C_999,425,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG11,SPAMEDICA BIRMINGHAM,C_130,864,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG11,SPAMEDICA BIRMINGHAM,C_999,864,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG13,SPAMEDICA SKELMERSDALE,C_130,78,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG13,SPAMEDICA SKELMERSDALE,C_999,78,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG14,SPAMEDICA WIDNES,C_130,254,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG14,SPAMEDICA WIDNES,C_999,254,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,C_130,289,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,C_999,289,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG16,SPAMEDICA CHELMSFORD,C_130,673,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG16,SPAMEDICA CHELMSFORD,C_999,673,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG17,SPAMEDICA PRESTON,C_130,273,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG17,SPAMEDICA PRESTON,C_999,273,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG18,SPAMEDICA HULL,C_130,384,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG18,SPAMEDICA HULL,C_999,384,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG19,SPAMEDICA BEDFORD,C_130,319,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG19,SPAMEDICA BEDFORD,C_999,319,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG20,SPAMEDICA WOLVERHAMPTON,C_130,575,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG20,SPAMEDICA WOLVERHAMPTON,C_999,575,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG21,SPAMEDICA COVENTRY,C_130,536,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG21,SPAMEDICA COVENTRY,C_999,536,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG22,SPAMEDICA STOCKTON-ON-TEES,C_130,431,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG22,SPAMEDICA STOCKTON-ON-TEES,C_999,431,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG23,SPAMEDICA DERBY,C_130,395,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPG23,SPAMEDICA DERBY,C_999,395,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPR01,ABOUT HEALTH HQ,C_330,1347,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NPR01,ABOUT HEALTH HQ,C_999,1347,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQH,NOVUS HEALTH LTD,C_330,824,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQH,NOVUS HEALTH LTD,C_999,824,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,C_110,153,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,C_999,153,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQT5K,ST MARTINS HOSPITAL,C_110,89,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQT5K,ST MARTINS HOSPITAL,C_430,55,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQT5K,ST MARTINS HOSPITAL,C_999,144,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQX,PROVIDE ENTERPRISES,C_110,144,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NQX,PROVIDE ENTERPRISES,C_999,144,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NR5,LIVEWELL SOUTHWEST,C_430,24,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NR5,LIVEWELL SOUTHWEST,C_999,85,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NR5,LIVEWELL SOUTHWEST,X02,61,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,C_120,197,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,C_999,197,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NRL,HEART NETWORKS,C_320,880,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NRL,HEART NETWORKS,C_999,880,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,C_120,2489,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,C_301,1669,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,C_999,4158,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",C_100,40,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",C_101,43,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",C_110,388,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",C_999,471,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",C_101,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",C_120,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",C_502,3,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",C_999,7,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",X06,2,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",C_100,84,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",C_101,262,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",C_110,279,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",C_160,201,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",C_999,826,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",C_100,30,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",C_110,547,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",C_999,740,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",X02,13,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",X06,150,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",C_110,209,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",C_150,28,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",C_301,6,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",C_999,243,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",C_100,69,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",C_110,382,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",C_999,502,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",X06,51,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",C_110,53,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",C_999,56,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",X02,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",X06,2,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",C_100,13,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",C_110,408,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",C_502,7,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",C_999,479,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",X02,51,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",C_100,60,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",C_110,1080,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",C_999,1157,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",X02,17,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",C_110,552,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",C_999,553,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",X06,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",C_100,189,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",C_110,225,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",C_320,82,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",C_999,499,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",X06,3,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",C_100,21,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",C_101,6,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",C_110,23,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",C_120,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",C_502,49,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",C_999,110,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",X02,9,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",X06,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",C_100,67,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",C_110,360,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",C_130,20,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",C_999,447,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",C_100,97,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",C_110,351,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",C_999,457,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",X06,9,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",C_100,193,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",C_101,22,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",C_110,134,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",C_999,349,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",C_110,434,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",C_160,14,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",C_999,448,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",C_100,24,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",C_110,500,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",C_160,22,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",C_999,546,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",C_100,44,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",C_110,967,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",C_130,134,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",C_999,1145,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_100,130,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_101,5,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_110,572,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_150,127,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_160,32,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_301,16,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_999,933,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",X06,51,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",C_110,241,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",C_130,309,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",C_999,550,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",C_100,177,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",C_101,5,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",C_110,913,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",C_120,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",C_130,452,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",C_999,1548,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",C_100,14,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",C_110,469,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",C_999,483,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_100,98,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_101,3,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_110,77,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_120,9,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_150,4,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_502,7,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_999,198,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",C_100,23,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",C_101,15,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",C_110,131,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",C_502,97,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",C_999,267,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",X02,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",C_100,68,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",C_110,268,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",C_130,311,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",C_999,647,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),C_110,101,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),C_999,101,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",C_101,32,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",C_110,1115,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",C_999,1147,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT301,SPIRE SOUTH BANK HOSPITAL,C_100,177,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT301,SPIRE SOUTH BANK HOSPITAL,C_110,726,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT301,SPIRE SOUTH BANK HOSPITAL,C_301,22,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT301,SPIRE SOUTH BANK HOSPITAL,C_999,925,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT302,SPIRE BRISTOL HOSPITAL,C_100,4,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT302,SPIRE BRISTOL HOSPITAL,C_110,839,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT302,SPIRE BRISTOL HOSPITAL,C_999,843,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT304,SPIRE SOUTHAMPTON HOSPITAL,C_100,22,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT304,SPIRE SOUTHAMPTON HOSPITAL,C_110,335,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT304,SPIRE SOUTHAMPTON HOSPITAL,C_999,358,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT304,SPIRE SOUTHAMPTON HOSPITAL,X05,1,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT305,SPIRE PORTSMOUTH HOSPITAL,C_100,18,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT305,SPIRE PORTSMOUTH HOSPITAL,C_110,460,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT305,SPIRE PORTSMOUTH HOSPITAL,C_999,478,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT308,SPIRE GATWICK PARK HOSPITAL,C_100,121,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT308,SPIRE GATWICK PARK HOSPITAL,C_110,600,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT308,SPIRE GATWICK PARK HOSPITAL,C_999,1214,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT308,SPIRE GATWICK PARK HOSPITAL,X05,493,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT30A,SPIRE NOTTINGHAM HOSPITAL,C_100,118,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT30A,SPIRE NOTTINGHAM HOSPITAL,C_101,54,202602-RTT-February2026-incomplete-pathways.csv
2026-02,NT30A,SPIRE NOTTINGHAM HOSPITAL,C_110,571,202602-RTT-February2026-incomplete-pathways.csv
