period,kind,part,code,measure,independent,primary,difference,status
2024-01,monthly,Part_2,C_120,over52_count,38774.0,38774.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_120,open_count,11.0,11.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_120,within18_share,0.4829651833880957,0.482965183388,9.57012247226885e-14,VERIFIED
2024-01,monthly,Part_2,C_120,middle_share,0.4546138007530961,0.454613800753,9.60898027813073e-14,VERIFIED
2024-01,monthly,Part_2,C_120,over52_share,0.0624210158588081,0.0624210158588,8.097689185859736e-15,VERIFIED
2024-01,monthly,Part_2,C_120,closed_share,0.9999822914536944,0.999982291454,-3.055333763768431e-13,VERIFIED
2024-01,monthly,Part_2,C_120,gap_weeks,31.50393177345287,31.5039317735,-4.7130299662967445e-11,VERIFIED
2024-01,monthly,Part_2,C_130,total,605516.0,605516.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_130,within18_count,384595.0,384595.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_130,middle_count,206402.0,206402.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_130,over52_count,14519.0,14519.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_130,open_count,8.0,8.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_130,within18_share,0.6351524980347341,0.635152498035,-2.65898414397725e-13,VERIFIED
2024-01,monthly,Part_2,C_130,middle_share,0.3408696054274371,0.340869605427,4.3709480479492413e-13,VERIFIED
2024-01,monthly,Part_2,C_130,over52_share,0.0239778965378288,0.0239778965378,2.879987914816695e-14,VERIFIED
2024-01,monthly,Part_2,C_130,closed_share,0.9999867881278116,0.999986788128,-1.8840484727888906e-13,VERIFIED
2024-01,monthly,Part_2,C_130,gap_weeks,22.27081217112788,22.2708121711,2.787814423754753e-11,VERIFIED
2024-01,monthly,Part_2,C_301,total,384402.0,384402.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_301,within18_count,227656.0,227656.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_301,middle_count,142204.0,142204.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_301,over52_count,14542.0,14542.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_301,open_count,2.0,2.0,0.0,VERIFIED
