previous_period,period,provider,provider_name,before,after,difference,same_provider
2024-06,2024-07,NPG01,SPAMEDICA MANCHESTER,128,121,-7,True
2024-06,2024-07,NPG02,SPAMEDICA WIRRAL,112,143,31,True
2024-06,2024-07,NPG06,SPAMEDICA LIVERPOOL,182,208,26,True
2024-06,2024-07,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),147,139,-8,True
2024-06,2024-07,NPG08,SPAMEDICA BOLTON,156,154,-2,True
2024-06,2024-07,NPG10,SPAMEDICA SHEFFIELD,125,132,7,True
2024-06,2024-07,NPG11,SPAMEDICA BIRMINGHAM,200,272,72,True
2024-06,2024-07,NPG13,SPAMEDICA SKELMERSDALE,174,185,11,True
2024-06,2024-07,NPG14,SPAMEDICA WIDNES,88,97,9,True
2024-06,2024-07,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,133,184,51,True
2024-06,2024-07,NPG16,SPAMEDICA CHELMSFORD,721,570,-151,True
2024-06,2024-07,NPG17,SPAMEDICA PRESTON,147,155,8,True
2024-06,2024-07,NPG18,SPAMEDICA HULL,119,174,55,True
2024-06,2024-07,NPG19,SPAMEDICA BEDFORD,233,233,0,True
2024-06,2024-07,NPG20,SPAMEDICA WOLVERHAMPTON,199,181,-18,True
2024-06,2024-07,NPG21,SPAMEDICA COVENTRY,182,229,47,True
2024-06,2024-07,NPG22,SPAMEDICA STOCKTON-ON-TEES,80,100,20,True
2024-06,2024-07,NPG23,SPAMEDICA DERBY,82,117,35,True
2024-06,2024-07,NPR01,ABOUT HEALTH HQ,1611,1674,63,True
2024-06,2024-07,NQH,NOVUS HEALTH LTD,967,1142,175,True
2024-06,2024-07,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,145,147,2,True
2024-06,2024-07,NQT5K,ST MARTINS HOSPITAL,902,874,-28,True
2024-06,2024-07,NQTH0,HCRG CARE EAST RIDING LLP,3155,3652,497,True
2024-06,2024-07,NQX01,PROVIDE WELLBEING @ TOLLGATE CLINIC,112,113,1,True
2024-06,2024-07,NR5,LIVEWELL SOUTHWEST,79,66,-13,True
2024-06,2024-07,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,439,429,-10,True
2024-06,2024-07,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",343,358,15,True
2024-06,2024-07,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",1017,1237,220,True
2024-06,2024-07,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",300,303,3,True
2024-06,2024-07,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",338,334,-4,True
2024-06,2024-07,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",381,368,-13,True
2024-06,2024-07,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",310,296,-14,True
2024-06,2024-07,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",41,43,2,True
2024-06,2024-07,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",568,620,52,True
2024-06,2024-07,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",1357,1359,2,True
2024-06,2024-07,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",0,237,237,False
2024-06,2024-07,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",269,305,36,True
2024-06,2024-07,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",0,66,66,False
2024-06,2024-07,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",60,47,-13,True
2024-06,2024-07,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",193,230,37,True
2024-06,2024-07,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",199,239,40,True
2024-06,2024-07,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",1187,1255,68,True
2024-06,2024-07,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",320,265,-55,True
2024-06,2024-07,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",335,322,-13,True
2024-06,2024-07,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",1460,1448,-12,True
2024-06,2024-07,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",1071,1149,78,True
2024-06,2024-07,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",238,254,16,True
2024-06,2024-07,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",1538,1392,-146,True
2024-06,2024-07,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",309,314,5,True
2024-06,2024-07,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",259,254,-5,True
2024-06,2024-07,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",435,353,-82,True
2024-06,2024-07,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",594,598,4,True
2024-06,2024-07,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",473,523,50,True
2024-06,2024-07,NT301,SPIRE SOUTH BANK HOSPITAL,799,781,-18,True
2024-06,2024-07,NT302,SPIRE BRISTOL HOSPITAL,929,935,6,True
2024-06,2024-07,NT304,SPIRE SOUTHAMPTON HOSPITAL,883,624,-259,True
2024-06,2024-07,NT305,SPIRE PORTSMOUTH HOSPITAL,292,314,22,True
2024-06,2024-07,NT308,SPIRE GATWICK PARK HOSPITAL,816,649,-167,True
2024-06,2024-07,NT30A,SPIRE NOTTINGHAM HOSPITAL,379,362,-17,True
2024-06,2024-07,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,533,478,-55,True
2024-06,2024-07,NT312,SPIRE ALEXANDRA HOSPITAL,1048,1195,147,True
2024-06,2024-07,NT313,SPIRE WELLESLEY HOSPITAL,1893,1784,-109,True
2024-06,2024-07,NT314,SPIRE LONDON EAST,2025,1944,-81,True
2024-06,2024-07,NT315,SPIRE BUSHEY HOSPITAL,588,509,-79,True
2024-06,2024-07,NT316,SPIRE HARPENDEN HOSPITAL,554,652,98,True
2024-06,2024-07,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,334,263,-71,True
2024-06,2024-07,NT318,SPIRE NORWICH HOSPITAL,215,248,33,True
2024-06,2024-07,NT319,SPIRE HARTSWOOD HOSPITAL,1503,1573,70,True
2024-06,2024-07,NT320,SPIRE PARKWAY HOSPITAL,968,1063,95,True
2024-06,2024-07,NT321,SPIRE LITTLE ASTON HOSPITAL,1486,1475,-11,True
2024-06,2024-07,NT322,SPIRE LEICESTER HOSPITAL,627,841,214,True
2024-06,2024-07,NT324,SPIRE CHESHIRE HOSPITAL,1082,1225,143,True
2024-06,2024-07,NT325,SPIRE MURRAYFIELD HOSPITAL,627,740,113,True
2024-06,2024-07,NT327,SPIRE MANCHESTER HOSPITAL,560,631,71,True
2024-06,2024-07,NT332,SPIRE LEEDS HOSPITAL,956,841,-115,True
2024-06,2024-07,NT333,SPIRE WASHINGTON HOSPITAL,1085,1254,169,True
2024-06,2024-07,NT337,SPIRE LIVERPOOL HOSPITAL,3155,3485,330,True
2024-06,2024-07,NT339,SPIRE REGENCY HOSPITAL,1333,1735,402,True
2024-06,2024-07,NT343,SPIRE THAMES VALLEY HOSPITAL,408,367,-41,True
2024-06,2024-07,NT344,SPIRE DUNEDIN HOSPITAL,453,470,17,True
2024-06,2024-07,NT345,SPIRE CLARE PARK HOSPITAL,218,264,46,True
2024-06,2024-07,NT347,SPIRE FYLDE COAST HOSPITAL,2584,2796,212,True
2024-06,2024-07,NT348,SPIRE ELLAND HOSPITAL,1113,1273,160,True
2024-06,2024-07,NT350,SPIRE METHLEY PARK HOSPITAL,1077,1387,310,True
2024-06,2024-07,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,2776,2774,-2,True
2024-06,2024-07,NT364,SPIRE MONTEFIORE HOSPITAL,747,707,-40,True
2024-06,2024-07,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,776,701,-75,True
2024-06,2024-07,NT401,ALEXANDRA HOSPITAL,648,705,57,True
2024-06,2024-07,NT402,BATH CLINIC,484,527,43,True
2024-06,2024-07,NT403,BEARDWOOD HOSPITAL,2159,2283,124,True
2024-06,2024-07,NT404,BEAUMONT HOSPITAL,2501,2509,8,True
2024-06,2024-07,NT405,BISHOPS WOOD HOSPITAL,515,550,35,True
2024-06,2024-07,NT406,BLACKHEATH HOSPITAL,1207,1258,51,True
2024-06,2024-07,NT408,CHAUCER HOSPITAL,971,958,-13,True
2024-06,2024-07,NT409,CHELSFIELD PARK HOSPITAL,641,606,-35,True
2024-06,2024-07,NT410,CHILTERN HOSPITAL,434,436,2,True
2024-06,2024-07,NT411,CLEMENTINE CHURCHILL HOSPITAL,2120,2215,95,True
2024-06,2024-07,NT412,DROITWICH SPA HOSPITAL,1367,1452,85,True
2024-06,2024-07,NT416,HENDON HOSPITAL,963,1008,45,True
2024-06,2024-07,NT417,GORING HALL HOSPITAL,1269,1278,9,True
2024-06,2024-07,NT418,HAMPSHIRE CLINIC,386,390,4,True
2024-06,2024-07,NT419,HARBOUR HOSPITAL,132,151,19,True
2024-06,2024-07,NT420,HIGHFIELD HOSPITAL,995,918,-77,True
2024-06,2024-07,NT421,KINGS OAK HOSPITAL,1382,1330,-52,True
2024-06,2024-07,NT422,LONDON INDEPENDENT HOSPITAL,4875,4991,116,True
2024-06,2024-07,NT423,MANOR HOSPITAL,762,750,-12,True
2024-06,2024-07,NT424,MERIDEN HOSPITAL,1512,1485,-27,True
2024-06,2024-07,NT427,PARK HOSPITAL,1026,1015,-11,True
2024-06,2024-07,NT428,PRINCESS MARGARET HOSPITAL,101,117,16,True
2024-06,2024-07,NT429,PRIORY HOSPITAL,1319,1197,-122,True
2024-06,2024-07,NT430,RIDGEWAY HOSPITAL,578,468,-110,True
2024-06,2024-07,NT431,RUNNYMEDE HOSPITAL,186,168,-18,True
2024-06,2024-07,NT433,SARUM ROAD HOSPITAL,339,339,0,True
2024-06,2024-07,NT434,SAXON CLINIC,667,654,-13,True
2024-06,2024-07,NT435,SHELBURNE HOSPITAL,164,183,19,True
2024-06,2024-07,NT436,SHIRLEY OAKS HOSPITAL,1192,1054,-138,True
2024-06,2024-07,NT437,SLOANE HOSPITAL,810,773,-37,True
2024-06,2024-07,NT440,THORNBURY HOSPITAL,500,537,37,True
2024-06,2024-07,NT441,THREE SHIRES HOSPITAL,2922,3180,258,True
2024-06,2024-07,NT443,WINTERBOURNE HOSPITAL,295,332,37,True
2024-06,2024-07,NT445,EDGBASTON HOSPITAL,1,1,0,True
2024-06,2024-07,NT446,ST EDMUNDS HOSPITAL,610,610,0,True
2024-06,2024-07,NT447,DUCHY HOSPITAL,470,513,43,True
2024-06,2024-07,NT448,HUDDERSFIELD HOSPITAL,771,814,43,True
2024-06,2024-07,NT449,LANCASTER HOSPITAL,379,422,43,True
2024-06,2024-07,NT450,LINCOLN HOSPITAL,1653,1601,-52,True
2024-06,2024-07,NT451,CAVELL HOSPITAL,1544,1642,98,True
2024-06,2024-07,NT455,MOUNT ALVERNIA HOSPITAL,197,177,-20,True
2024-06,2024-07,NT457,WOODLANDS HOSPITAL,1848,1941,93,True
2024-06,2024-07,NT490,SOUTHEND PRIVATE HOSPITAL,1426,1514,88,True
2024-06,2024-07,NTE02,ST HUGH'S HOSPITAL,1796,2010,214,True
2024-06,2024-07,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,9431,9606,175,True
2024-06,2024-07,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,1701,1832,131,True
2024-06,2024-07,NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,5536,4935,-601,True
2024-06,2024-07,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,1402,1263,-139,True
2024-06,2024-07,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,2372,2454,82,True
2024-06,2024-07,NTPAE,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,899,775,-124,True
2024-06,2024-07,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,2863,2546,-317,True
2024-06,2024-07,NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,4643,4871,228,True
2024-06,2024-07,NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,2303,2350,47,True
2024-06,2024-07,NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,2418,2526,108,True
2024-06,2024-07,NTX,THE ONE HEALTH GROUP PLC,3636,3752,116,True
2024-06,2024-07,NV1,INHEALTH LIMITED,1693,1929,236,True
2024-06,2024-07,NVC01,ASHTEAD HOSPITAL,730,787,57,True
2024-06,2024-07,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,1078,1070,-8,True
2024-06,2024-07,NVC04,DUCHY HOSPITAL,1485,1414,-71,True
2024-06,2024-07,NVC05,EUXTON HALL HOSPITAL,2837,2963,126,True
2024-06,2024-07,NVC06,FITZWILLIAM HOSPITAL,7164,7414,250,True
2024-06,2024-07,NVC07,FULWOOD HALL HOSPITAL,5452,5708,256,True
2024-06,2024-07,NVC08,MOUNT STUART HOSPITAL,1931,1989,58,True
2024-06,2024-07,NVC09,NEW HALL HOSPITAL,3605,3584,-21,True
2024-06,2024-07,NVC0I,BEACON PARK HOSPITAL,1584,1573,-11,True
2024-06,2024-07,NVC0R,TEES VALLEY HOSPITAL,3615,3685,70,True
2024-06,2024-07,NVC0Y,EXETER MEDICAL,351,326,-25,True
2024-06,2024-07,NVC11,NORTH DOWNS HOSPITAL,2030,2015,-15,True
2024-06,2024-07,NVC12,OAKLANDS HOSPITAL,6539,6288,-251,True
2024-06,2024-07,NVC13,OAKS HOSPITAL,911,867,-44,True
2024-06,2024-07,NVC14,PARK HILL HOSPITAL,1069,1015,-54,True
2024-06,2024-07,NVC15,PINEHILL HOSPITAL,1475,1493,18,True
2024-06,2024-07,NVC16,RENACRES HOSPITAL,3874,4024,150,True
2024-06,2024-07,NVC17,ROWLEY HALL HOSPITAL,2921,2895,-26,True
2024-06,2024-07,NVC18,SPRINGFIELD HOSPITAL,5253,5407,154,True
2024-06,2024-07,NVC19,RIVERS HOSPITAL,4213,4314,101,True
2024-06,2024-07,NVC1H,STOURSIDE HOSPITAL,3624,3683,59,True
2024-06,2024-07,NVC20,THE YORKSHIRE CLINIC,8129,8382,253,True
2024-06,2024-07,NVC21,WEST MIDLANDS HOSPITAL,1013,1094,81,True
2024-06,2024-07,NVC22,WINFIELD HOSPITAL,1125,1141,16,True
2024-06,2024-07,NVC23,WOODLAND HOSPITAL,5264,5117,-147,True
2024-06,2024-07,NVC25,THE CHERWELL HOSPITAL,1991,2134,143,True
2024-06,2024-07,NVC27,BOSTON WEST HOSPITAL,1986,2079,93,True
2024-06,2024-07,NVC28,CLIFTON PARK HOSPITAL,1827,1903,76,True
2024-06,2024-07,NVC29,COBALT HOSPITAL,1721,1772,51,True
2024-06,2024-07,NVC31,BLAKELANDS HOSPITAL,1721,1752,31,True
2024-06,2024-07,NVC40,WOODTHORPE HOSPITAL,4896,5039,143,True
2024-06,2024-07,NVC44,THE WESTBOURNE CENTRE,2574,2651,77,True
2024-06,2024-07,NVG01,FAIRFIELD HOSPITAL,2362,2127,-235,True
2024-06,2024-07,NVM,EPSOMEDICAL GROUP,2998,2998,0,True
2024-06,2024-07,NWF01,BENENDEN HOSPITAL,1291,1301,10,True
2024-06,2024-07,NWV01,GP CARE UK,246,335,89,True
2024-06,2024-07,NWX,HERE,15398,14893,-505,True
2024-06,2024-07,NXM01,THE HORDER CENTRE - ST JOHNS ROAD,362,318,-44,True
2024-06,2024-07,NXP,INDEPENDENT HEALTH GROUP,1120,1290,170,True
2024-06,2024-07,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,13428,15312,1884,True
2024-06,2024-07,NYR,HEALTHSHARE DIAGNOSTICS,581,803,222,True
2024-06,2024-07,NYW17,ASPEN HEALTHCARE - MIDLAND EYE,512,472,-40,True
2024-06,2024-07,O1P6X,SPAMEDICA OLDHAM,191,177,-14,True
2024-06,2024-07,O5Y9D,SPAMEDICA OXFORD,158,170,12,True
2024-06,2024-07,P0C3F,SPAMEDICA LEEDS,93,84,-9,True
2024-06,2024-07,P1B7M,SPAMEDICA BRISTOL,77,56,-21,True
2024-06,2024-07,P5Y6K,NEWMEDICA - SHREWSBURY,329,280,-49,True
2024-06,2024-07,Q1S8W,NEWMEDICA - BURY ST EDMUNDS,112,97,-15,True
2024-06,2024-07,Q1W6P,SPAMEDICA WATFORD,172,170,-2,True
2024-06,2024-07,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,188281,191122,2841,True
2024-06,2024-07,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,61762,61527,-235,True
2024-06,2024-07,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,67955,68794,839,True
2024-06,2024-07,R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,872,916,44,True
2024-06,2024-07,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,62,58,-4,True
2024-06,2024-07,R1C,SOLENT NHS TRUST,221,220,-1,True
2024-06,2024-07,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,12604,13528,924,True
2024-06,2024-07,R1F,ISLE OF WIGHT NHS TRUST,13898,14450,552,True
2024-06,2024-07,R1G7E,SPAMEDICA KENDAL,129,176,47,True
2024-06,2024-07,R1H,BARTS HEALTH NHS TRUST,125673,126201,528,True
2024-06,2024-07,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,107847,107517,-330,True
2024-06,2024-07,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,1210,1129,-81,True
2024-06,2024-07,R3I5E,NEWMEDICA -TELFORD,9,9,0,True
2024-06,2024-07,R7W2O,NEWCASTLE NEWMEDICA LTD,312,259,-53,True
2024-06,2024-07,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,39301,38316,-985,True
2024-06,2024-07,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,59679,58637,-1042,True
2024-06,2024-07,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,34172,34397,225,True
2024-06,2024-07,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,35371,35398,27,True
2024-06,2024-07,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,168040,163071,-4969,True
2024-06,2024-07,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,109319,108031,-1288,True
2024-06,2024-07,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,7918,8322,404,True
2024-06,2024-07,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,24805,24361,-444,True
2024-06,2024-07,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,29736,30417,681,True
2024-06,2024-07,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,39818,38977,-841,True
2024-06,2024-07,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,22616,22855,239,True
2024-06,2024-07,RBK,WALSALL HEALTHCARE NHS TRUST,29856,29865,9,True
2024-06,2024-07,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,44224,45909,1685,True
2024-06,2024-07,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,81913,82229,316,True
2024-06,2024-07,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5387,5509,122,True
2024-06,2024-07,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,23994,23653,-341,True
2024-06,2024-07,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,37812,38155,343,True
2024-06,2024-07,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2289,2334,45,True
2024-06,2024-07,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,101182,101923,741,True
2024-06,2024-07,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,45568,45196,-372,True
2024-06,2024-07,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22916,22687,-229,True
2024-06,2024-07,RCF,AIREDALE NHS FOUNDATION TRUST,14637,14779,142,True
2024-06,2024-07,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,13556,13540,-16,True
2024-06,2024-07,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26762,26475,-287,True
2024-06,2024-07,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,36595,36300,-295,True
2024-06,2024-07,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36085,36034,-51,True
2024-06,2024-07,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,88986,89463,477,True
2024-06,2024-07,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,5667,5346,-321,True
2024-06,2024-07,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,87270,88048,778,True
2024-06,2024-07,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,43085,42688,-397,True
2024-06,2024-07,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75961,75123,-838,True
2024-06,2024-07,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1122,1171,49,True
2024-06,2024-07,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,17623,16675,-948,True
2024-06,2024-07,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,17036,16489,-547,True
2024-06,2024-07,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",65809,65817,8,True
2024-06,2024-07,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22088,21608,-480,True
2024-06,2024-07,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,31703,32601,898,True
2024-06,2024-07,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,29172,30676,1504,True
2024-06,2024-07,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7048,7277,229,True
2024-06,2024-07,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,80267,79326,-941,True
2024-06,2024-07,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30340,30562,222,True
2024-06,2024-07,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,35202,34700,-502,True
2024-06,2024-07,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64117,64777,660,True
2024-06,2024-07,RH5,SOMERSET NHS FOUNDATION TRUST,56574,57423,849,True
2024-06,2024-07,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,75184,74183,-1001,True
2024-06,2024-07,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,60571,60455,-116,True
2024-06,2024-07,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,94014,93557,-457,True
2024-06,2024-07,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,63553,62696,-857,True
2024-06,2024-07,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,33633,32583,-1050,True
2024-06,2024-07,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,142070,138875,-3195,True
2024-06,2024-07,RJ2,LEWISHAM AND GREENWICH NHS TRUST,69620,69919,299,True
2024-06,2024-07,RJ6,CROYDON HEALTH SERVICES NHS TRUST,35608,36114,506,True
2024-06,2024-07,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64640,64775,135,True
2024-06,2024-07,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,946,972,26,True
2024-06,2024-07,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,33436,33285,-151,True
2024-06,2024-07,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,77738,76332,-1406,True
2024-06,2024-07,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,46724,46079,-645,True
2024-06,2024-07,RJN,EAST CHESHIRE NHS TRUST,12509,12455,-54,True
2024-06,2024-07,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,31612,32168,556,True
2024-06,2024-07,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,99747,99480,-267,True
2024-06,2024-07,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,35717,35248,-469,True
2024-06,2024-07,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,48674,49261,587,True
2024-06,2024-07,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,74770,78659,3889,True
2024-06,2024-07,RKE,WHITTINGTON HEALTH NHS TRUST,19190,19105,-85,True
2024-06,2024-07,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15708,16057,349,True
2024-06,2024-07,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,90771,89431,-1340,True
2024-06,2024-07,RLQ,WYE VALLEY NHS TRUST,24761,24536,-225,True
2024-06,2024-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,16958,17233,275,True
2024-06,2024-07,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,86813,87052,239,True
2024-06,2024-07,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,143464,144857,1393,True
2024-06,2024-07,RMC,BOLTON NHS FOUNDATION TRUST,45133,44590,-543,True
2024-06,2024-07,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,21348,20994,-354,True
2024-06,2024-07,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,41818,43436,1618,True
2024-06,2024-07,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52375,52059,-316,True
2024-06,2024-07,RN7,DARTFORD AND GRAVESHAM NHS TRUST,30608,31072,464,True
2024-06,2024-07,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,48687,48718,31,True
2024-06,2024-07,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,39872,38903,-969,True
2024-06,2024-07,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,27090,26980,-110,True
2024-06,2024-07,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,42201,41320,-881,True
2024-06,2024-07,RNZ,SALISBURY NHS FOUNDATION TRUST,27298,28076,778,True
2024-06,2024-07,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8122,8149,27,True
2024-06,2024-07,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,55996,57476,1480,True
2024-06,2024-07,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34201,33017,-1184,True
2024-06,2024-07,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,114,92,-22,True
2024-06,2024-07,RPA,MEDWAY NHS FOUNDATION TRUST,43820,43722,-98,True
