previous_period,period,provider,provider_name,before,after,difference,same_provider
2025-09,2025-10,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,15355,15463,108,True
2025-09,2025-10,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,3860,3953,93,True
2025-09,2025-10,S1Z4X,NEWMEDICA - BIRMINGHAM,810,800,-10,True
2025-09,2025-10,S3H9L,THE HAMPTONS HOSPITAL LTD,1800,1669,-131,True
2025-09,2025-10,S4E3I,MIDLAND EYE (EYE-DOCS LTD),367,411,44,True
2025-09,2025-10,S5E5Y,HCRG CARE DERMATOLOGY THE IRONSTONE CENTRE,1314,1465,151,True
2025-09,2025-10,T4I8V,SPAMEDICA CHESTERFIELD,117,76,-41,True
2025-09,2025-10,T8R5I,SPAMEDICA WOKINGHAM,203,204,1,True
2025-09,2025-10,T8V3L,SPAMEDICA DONCASTER,149,143,-6,True
2025-09,2025-10,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,538,496,-42,True
2025-09,2025-10,U0K8N,CES MEDICAL,39,46,7,True
2025-09,2025-10,V3J9W,PASTEL HEALTH,0,16,16,False
2025-09,2025-10,V4U1Y,SPAMEDICA CHESTER,163,172,9,True
2025-09,2025-10,V5F1D,SPAMEDICA TELFORD,207,355,148,True
2025-09,2025-10,V8N5R,SPAMEDICA DALSTON,239,230,-9,True
2025-09,2025-10,Y8L9S,SPAMEDICA BROMLEY,312,310,-2,True
2025-09,2025-10,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,2414,2496,82,True
2025-09,2025-10,Z1E5F,NEWMEDICA - HARROGATE,221,229,8,True
2025-09,2025-10,Z2L9B,NEWMEDICA - MANCHESTER WEST,335,399,64,True
2025-09,2025-10,Z5J5V,SPAMEDICA HAYDOCK,132,150,18,True
2025-09,2025-10,Z9Z1G,SPAMEDICA GATESHEAD,170,278,108,True
2025-10,2025-11,A0C5S,SPAMEDICA GLOUCESTER,62,67,5,True
2025-10,2025-11,A1D1B,SPAMEDICA WEMBLEY,163,229,66,True
2025-10,2025-11,A1U4J,SPAMEDICA PORTSMOUTH,107,133,26,True
2025-10,2025-11,A4M8P,BUCKSHAW HOSPITAL,3024,2992,-32,True
2025-10,2025-11,A4Q9X,NEWMEDICA LEICESTER,583,709,126,True
2025-10,2025-11,A4Y8X,ACES NOTTINGHAM,0,1,1,False
2025-10,2025-11,A9P5F,ACES WHITE CITY,0,9,9,False
2025-10,2025-11,AAH,TETBURY HOSPITAL TRUST LTD,378,309,-69,True
2025-10,2025-11,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,3977,4422,445,True
2025-10,2025-11,ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,19,20,1,True
2025-10,2025-11,ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,1222,1268,46,True
2025-10,2025-11,ACG13,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),382,432,50,True
2025-10,2025-11,ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,727,749,22,True
2025-10,2025-11,ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,335,380,45,True
2025-10,2025-11,ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,942,981,39,True
2025-10,2025-11,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,1060,1171,111,True
2025-10,2025-11,ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,1013,1189,176,True
2025-10,2025-11,ACG30,NEWMEDICA - WORKSOP - DUKERIES,137,160,23,True
2025-10,2025-11,ACG31,NEWMEDICA - WORCESTER,752,744,-8,True
2025-10,2025-11,ACG36,NEWMEDICA - EXETER - GLEN HOUSE,343,438,95,True
2025-10,2025-11,ACG37,NEWMEDICA - IPSWICH,896,930,34,True
2025-10,2025-11,ACG38,NEWMEDICA - LANGFORD,373,468,95,True
2025-10,2025-11,ACG39,NEWMEDICA - SWINDON,34,25,-9,True
2025-10,2025-11,ACG40,NEWMEDICA - WAKEFIELD,607,642,35,True
2025-10,2025-11,ACM,EYE CARE MEDICAL LTD,13,4,-9,True
2025-10,2025-11,ADP02,KIMS HOSPITAL (NEWNHAM COURT),1379,1413,34,True
2025-10,2025-11,AHP,ST MICHAEL'S CLINIC LIMITED,1574,1640,66,True
2025-10,2025-11,AJ8,THE GRANGE MEDICAL CENTRE HQ,218,290,72,True
2025-10,2025-11,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,276,268,-8,True
2025-10,2025-11,AVQ01,ONE ASHFORD HOSPITAL,0,1076,1076,False
2025-10,2025-11,AVQ03,ONE HATFIELD HOSPITAL,990,387,-603,True
2025-10,2025-11,AWR,ONE STOP DOCTORS LIMITED,159,263,104,True
2025-10,2025-11,AY1,MEDEFER,319,259,-60,True
2025-10,2025-11,B1A5K,NEWMEDICA - NOTTINGHAM,744,649,-95,True
2025-10,2025-11,B3M1X,CLAREMONT PRIVATE HOSPITAL,1950,2029,79,True
2025-10,2025-11,B4N1U,SPAMEDICA ROMFORD,296,332,36,True
2025-10,2025-11,B5M7B,NEWMEDICA - NORWICH,1577,1594,17,True
2025-10,2025-11,B9J4U,SPAMEDICA PETERBOROUGH,160,159,-1,True
2025-10,2025-11,B9M3W,SPAMEDICA SOUTHAMPTON,468,420,-48,True
2025-10,2025-11,C3Y0A,SPAMEDICA BLACKPOOL,125,178,53,True
2025-10,2025-11,C5Y9L,NEWMEDICA - BERKSHIRE - BRACKNELL,79,71,-8,True
2025-10,2025-11,C9A7J,NEWMEDICA - BRADFORD & HUDDERSFIELD,400,457,57,True
2025-10,2025-11,D0V5X,NEWMEDICA - SWINDON MURDOCK ROAD,110,130,20,True
2025-10,2025-11,D2L5T,ACES LIVERPOOL,0,18,18,False
2025-10,2025-11,D3O0Z,PLYMOUTH NEWMEDICA LTD,383,434,51,True
2025-10,2025-11,D5P5H,SPAMEDICA BEXHILL,221,272,51,True
2025-10,2025-11,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),1026,1081,55,True
2025-10,2025-11,DFY01,COTSWOLDS SURGICAL PARTNERS,212,252,40,True
2025-10,2025-11,DJH01,THE ROYAL BUCKINGHAMSHIRE HOSPITAL LTD,9,17,8,True
2025-10,2025-11,DPK,THE STONEYGATE EYE HOSPITAL,469,486,17,True
2025-10,2025-11,DTT,PHOENIX PUBLIC HEALTH LTD,222,204,-18,True
2025-10,2025-11,DX1,THE NEW FOSCOTE HOSPITAL LTD,327,336,9,True
2025-10,2025-11,DXV,OMNES HEALTHCARE LTD,12060,13004,944,True
2025-10,2025-11,E1U4T,SPAMEDICA CARLISLE,357,414,57,True
2025-10,2025-11,E3D4A,SPAMEDICA TRURO,160,155,-5,True
2025-10,2025-11,F0R0W,NEWMEDICA - DARLINGTON,44,58,14,True
2025-10,2025-11,F1Y1H,NEWMEDICA - CHESHIRE OAKS,390,499,109,True
2025-10,2025-11,F7B2B,ANGLIA COMMUNITY EYE SERVICE - BURY ST EDMUNDS,0,2,2,False
2025-10,2025-11,F7F6D,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,649,835,186,True
2025-10,2025-11,F9Z4V,CIRCLE READING HOSPITAL,1725,1676,-49,True
2025-10,2025-11,G3O5P,SPAMEDICA NEWARK,314,401,87,True
2025-10,2025-11,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,788,786,-2,True
2025-10,2025-11,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),3318,3411,93,True
2025-10,2025-11,G4H0I,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,635,654,19,True
2025-10,2025-11,G5X2Q,SPAMEDICA NORTH TYNESIDE,246,278,32,True
2025-10,2025-11,G6S7A,SPAMEDICA TAUNTON,328,418,90,True
2025-10,2025-11,GEC01,RAPID INVESTIGATION SERVICE,126,116,-10,True
2025-10,2025-11,H1T2P,SPAMEDICA SWINDON,66,40,-26,True
2025-10,2025-11,H2K1G,NEWMEDICA - BROMSGROVE,360,337,-23,True
2025-10,2025-11,H3W7Q,ACES CHELMSFORD,0,8,8,False
2025-10,2025-11,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,2835,3122,287,True
2025-10,2025-11,H4J9P,NEWMEDICA AZTEC WEST,777,924,147,True
2025-10,2025-11,H4Y7F,SPAMEDICA DORCHESTER,115,176,61,True
2025-10,2025-11,H7X1I,ANGLIA COMMUNITY EYE SERVICE - CAMBRIDGE,0,17,17,False
2025-10,2025-11,I1H7K,SPAMEDICA SALE,132,129,-3,True
2025-10,2025-11,I2C7H,SPAMEDICA BRADFORD,242,214,-28,True
2025-10,2025-11,I7G8X,ACES NEWCASTLE,0,7,7,False
2025-10,2025-11,I9A4A,SPAMEDICA BRIGHTON,209,224,15,True
2025-10,2025-11,J0M7P,SPAMEDICA HEREFORD DIAGNOSTIC AND TREATMENT CENTRE,22,33,11,True
2025-10,2025-11,J2H6H,SPAMEDICA COLCHESTER,87,105,18,True
2025-10,2025-11,J3J8Z,NEWMEDICA - OXFORDSHIRE,544,641,97,True
2025-10,2025-11,J3X4C,SPAMEDICA WORCESTER,316,375,59,True
2025-10,2025-11,J7V1N,SPAMEDICA SOLIHULL,261,261,0,True
2025-10,2025-11,K8I4X,GLENDON WOOD HOSPITAL,1486,1412,-74,True
2025-10,2025-11,K9J3O,SPAMEDICA LUTON,196,174,-22,True
2025-10,2025-11,L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),1049,1167,118,True
2025-10,2025-11,L4R3R,NEWMEDICA - HAMPSHIRE,1926,2165,239,True
2025-10,2025-11,L6O7H,SPAMEDICA POOLE,526,542,16,True
2025-10,2025-11,L9D3Z,SPAMEDICA LEICESTER,136,109,-27,True
2025-10,2025-11,M0N7E,SPAMEDICA SITTINGBOURNE,106,119,13,True
2025-10,2025-11,M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,787,831,44,True
2025-10,2025-11,M3R0W,SPAMEDICA NORWICH,177,172,-5,True
2025-10,2025-11,M4C5R,NEWMEDICA - NORTHAMPTON,988,995,7,True
2025-10,2025-11,M5E1S,SPAMEDICA EXETER,277,265,-12,True
2025-10,2025-11,M6L9D,NEWMEDICA - NOTTINGHAM - KEYWORTH,24,36,12,True
2025-10,2025-11,M7C9Q,SPAMEDICA EPSOM,145,168,23,True
2025-10,2025-11,M9U8M,ENDOCARE DIAGNOSTICS LTD,116,119,3,True
2025-10,2025-11,N1M9Z,ACES EXETER,0,5,5,False
2025-10,2025-11,N1N0Y,SPAMEDICA CROYDON,93,79,-14,True
2025-10,2025-11,N6Z0R,NEWMEDICA - LINCOLN,55,50,-5,True
2025-10,2025-11,N8R1N,NEWMEDICA - BERKSHIRE,1173,1222,49,True
2025-10,2025-11,NAM01,PROBUS SURGICAL CENTRE,1280,1276,-4,True
2025-10,2025-11,NCN,DMC HEALTHCARE,2342,1732,-610,True
2025-10,2025-11,NCR,ISIGHT,1276,1172,-104,True
2025-10,2025-11,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,797,639,-158,True
2025-10,2025-11,NDL01,SUFFOLK GP FEDERATION,49,81,32,True
2025-10,2025-11,NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,509,605,96,True
2025-10,2025-11,NEY,PIONEER HEALTHCARE LIMITED,1416,789,-627,True
2025-10,2025-11,NFH,SOMERSET SURGICAL SERVICES HQ,1100,1153,53,True
2025-10,2025-11,NHW,STANDARD HEALTH LTD,118,92,-26,True
2025-10,2025-11,NL3,CARE PLUS GROUP,200,209,9,True
2025-10,2025-11,NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,1277,1160,-117,True
2025-10,2025-11,NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,834,1020,186,True
2025-10,2025-11,NLG,COMMUNITAS CLINICS,13750,3318,-10432,True
2025-10,2025-11,NLX,SIRONA CARE & HEALTH,7168,6911,-257,True
2025-10,2025-11,NMG,CORA HEALTH MSK (FORMERLY CONNECT HEALTH LTD),16505,17912,1407,True
2025-10,2025-11,NN4,TYNESIDE SURGICAL SERVICES LTD,1440,1420,-20,True
2025-10,2025-11,NN5,MANCHESTER SURGICAL SERVICES LTD,339,320,-19,True
2025-10,2025-11,NN8,SPENCER PRIVATE HOSPITALS LTD,3405,3341,-64,True
2025-10,2025-11,NNE,DORKING HEALTHCARE LIMITED (DHC),6403,6406,3,True
2025-10,2025-11,NNH,OPTEGRA UK,7191,7491,300,True
2025-10,2025-11,NP9,BESPOKE HEALTHCARE LTD,173,521,348,True
2025-10,2025-11,NPG01,SPAMEDICA MANCHESTER,216,243,27,True
2025-10,2025-11,NPG02,SPAMEDICA WIRRAL,201,226,25,True
2025-10,2025-11,NPG06,SPAMEDICA LIVERPOOL,419,388,-31,True
2025-10,2025-11,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),374,421,47,True
2025-10,2025-11,NPG08,SPAMEDICA BOLTON,371,475,104,True
2025-10,2025-11,NPG10,SPAMEDICA SHEFFIELD,264,308,44,True
2025-10,2025-11,NPG11,SPAMEDICA BIRMINGHAM,474,555,81,True
2025-10,2025-11,NPG13,SPAMEDICA SKELMERSDALE,98,99,1,True
2025-10,2025-11,NPG14,SPAMEDICA WIDNES,229,188,-41,True
2025-10,2025-11,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,95,124,29,True
2025-10,2025-11,NPG16,SPAMEDICA CHELMSFORD,449,499,50,True
2025-10,2025-11,NPG17,SPAMEDICA PRESTON,208,219,11,True
2025-10,2025-11,NPG18,SPAMEDICA HULL,333,382,49,True
2025-10,2025-11,NPG19,SPAMEDICA BEDFORD,217,209,-8,True
2025-10,2025-11,NPG20,SPAMEDICA WOLVERHAMPTON,418,482,64,True
2025-10,2025-11,NPG21,SPAMEDICA COVENTRY,333,374,41,True
2025-10,2025-11,NPG22,SPAMEDICA STOCKTON-ON-TEES,290,315,25,True
2025-10,2025-11,NPG23,SPAMEDICA DERBY,208,185,-23,True
2025-10,2025-11,NPR01,ABOUT HEALTH HQ,1108,1133,25,True
2025-10,2025-11,NQH,NOVUS HEALTH LTD,1321,1199,-122,True
2025-10,2025-11,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,145,156,11,True
2025-10,2025-11,NQT5K,ST MARTINS HOSPITAL,122,124,2,True
2025-10,2025-11,NQX,PROVIDE ENTERPRISES,103,107,4,True
2025-10,2025-11,NR5,LIVEWELL SOUTHWEST,60,77,17,True
2025-10,2025-11,NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,205,187,-18,True
2025-10,2025-11,NRL,HEART NETWORKS,555,535,-20,True
2025-10,2025-11,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,1053,1032,-21,True
2025-10,2025-11,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",266,331,65,True
2025-10,2025-11,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",2134,4,-2130,True
2025-10,2025-11,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",808,761,-47,True
2025-10,2025-11,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",623,708,85,True
2025-10,2025-11,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",309,299,-10,True
2025-10,2025-11,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",469,537,68,True
2025-10,2025-11,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",117,85,-32,True
2025-10,2025-11,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",862,791,-71,True
2025-10,2025-11,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",1063,1028,-35,True
2025-10,2025-11,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",588,621,33,True
2025-10,2025-11,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",434,431,-3,True
2025-10,2025-11,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",323,240,-83,True
2025-10,2025-11,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",444,445,1,True
2025-10,2025-11,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",345,348,3,True
2025-10,2025-11,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",430,452,22,True
2025-10,2025-11,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",1343,1285,-58,True
2025-10,2025-11,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",388,368,-20,True
2025-10,2025-11,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",533,562,29,True
2025-10,2025-11,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",1136,1108,-28,True
2025-10,2025-11,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",997,981,-16,True
2025-10,2025-11,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",364,482,118,True
2025-10,2025-11,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",1267,1269,2,True
2025-10,2025-11,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",306,337,31,True
2025-10,2025-11,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",83,81,-2,True
2025-10,2025-11,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",514,478,-36,True
2025-10,2025-11,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",545,631,86,True
2025-10,2025-11,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),127,121,-6,True
2025-10,2025-11,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",1072,1065,-7,True
2025-10,2025-11,NT301,SPIRE SOUTH BANK HOSPITAL,912,952,40,True
2025-10,2025-11,NT302,SPIRE BRISTOL HOSPITAL,746,728,-18,True
2025-10,2025-11,NT304,SPIRE SOUTHAMPTON HOSPITAL,428,427,-1,True
2025-10,2025-11,NT305,SPIRE PORTSMOUTH HOSPITAL,461,467,6,True
2025-10,2025-11,NT308,SPIRE GATWICK PARK HOSPITAL,1121,1114,-7,True
2025-10,2025-11,NT30A,SPIRE NOTTINGHAM HOSPITAL,722,764,42,True
2025-10,2025-11,NT312,SPIRE ALEXANDRA HOSPITAL,1095,1309,214,True
2025-10,2025-11,NT313,SPIRE WELLESLEY HOSPITAL,1096,1068,-28,True
2025-10,2025-11,NT314,SPIRE LONDON EAST,2537,2578,41,True
2025-10,2025-11,NT315,SPIRE BUSHEY HOSPITAL,1051,1157,106,True
2025-10,2025-11,NT316,SPIRE HARPENDEN HOSPITAL,506,502,-4,True
2025-10,2025-11,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,320,334,14,True
2025-10,2025-11,NT318,SPIRE NORWICH HOSPITAL,452,499,47,True
2025-10,2025-11,NT319,SPIRE HARTSWOOD HOSPITAL,1214,1186,-28,True
2025-10,2025-11,NT320,SPIRE PARKWAY HOSPITAL,1588,1554,-34,True
2025-10,2025-11,NT321,SPIRE LITTLE ASTON HOSPITAL,1286,1212,-74,True
2025-10,2025-11,NT322,SPIRE LEICESTER HOSPITAL,1071,1197,126,True
2025-10,2025-11,NT324,SPIRE CHESHIRE HOSPITAL,1653,1452,-201,True
2025-10,2025-11,NT325,SPIRE MURRAYFIELD HOSPITAL,787,796,9,True
2025-10,2025-11,NT327,SPIRE MANCHESTER HOSPITAL,1522,1399,-123,True
2025-10,2025-11,NT332,SPIRE LEEDS HOSPITAL,1093,1138,45,True
2025-10,2025-11,NT333,SPIRE WASHINGTON HOSPITAL,1417,1526,109,True
2025-10,2025-11,NT337,SPIRE LIVERPOOL HOSPITAL,3671,3743,72,True
2025-10,2025-11,NT339,SPIRE REGENCY HOSPITAL,1913,1826,-87,True
2025-10,2025-11,NT343,SPIRE THAMES VALLEY HOSPITAL,353,444,91,True
2025-10,2025-11,NT344,SPIRE DUNEDIN HOSPITAL,276,238,-38,True
2025-10,2025-11,NT345,SPIRE CLARE PARK HOSPITAL,382,451,69,True
2025-10,2025-11,NT347,SPIRE FYLDE COAST HOSPITAL,4877,4135,-742,True
2025-10,2025-11,NT348,SPIRE ELLAND HOSPITAL,1610,1521,-89,True
2025-10,2025-11,NT350,SPIRE METHLEY PARK HOSPITAL,1066,982,-84,True
2025-10,2025-11,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,2541,2661,120,True
2025-10,2025-11,NT364,SPIRE MONTEFIORE HOSPITAL,877,802,-75,True
2025-10,2025-11,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,1035,560,-475,True
2025-10,2025-11,NT401,ALEXANDRA HOSPITAL,875,971,96,True
2025-10,2025-11,NT402,BATH CLINIC,811,883,72,True
2025-10,2025-11,NT403,BEARDWOOD HOSPITAL,2186,2159,-27,True
2025-10,2025-11,NT404,BEAUMONT HOSPITAL,2842,2933,91,True
2025-10,2025-11,NT405,BISHOPS WOOD HOSPITAL,569,561,-8,True
2025-10,2025-11,NT406,BLACKHEATH HOSPITAL,1609,1506,-103,True
2025-10,2025-11,NT408,CHAUCER HOSPITAL,821,841,20,True
2025-10,2025-11,NT409,CHELSFIELD PARK HOSPITAL,802,808,6,True
2025-10,2025-11,NT410,CHILTERN HOSPITAL,457,490,33,True
2025-10,2025-11,NT411,CLEMENTINE CHURCHILL HOSPITAL,1894,1979,85,True
2025-10,2025-11,NT412,DROITWICH SPA HOSPITAL,1806,1782,-24,True
2025-10,2025-11,NT416,HENDON HOSPITAL,1198,1173,-25,True
2025-10,2025-11,NT417,GORING HALL HOSPITAL,981,942,-39,True
2025-10,2025-11,NT418,HAMPSHIRE CLINIC,317,337,20,True
2025-10,2025-11,NT419,HARBOUR HOSPITAL,122,132,10,True
2025-10,2025-11,NT420,HIGHFIELD HOSPITAL,908,881,-27,True
2025-10,2025-11,NT421,KINGS OAK HOSPITAL,1027,1136,109,True
2025-10,2025-11,NT422,LONDON INDEPENDENT HOSPITAL,3538,3787,249,True
2025-10,2025-11,NT423,MANOR HOSPITAL,760,725,-35,True
2025-10,2025-11,NT424,MERIDEN HOSPITAL,1838,1787,-51,True
2025-10,2025-11,NT427,PARK HOSPITAL,1701,1733,32,True
2025-10,2025-11,NT428,PRINCESS MARGARET HOSPITAL,80,75,-5,True
2025-10,2025-11,NT429,PRIORY HOSPITAL,438,423,-15,True
2025-10,2025-11,NT430,RIDGEWAY HOSPITAL,321,320,-1,True
2025-10,2025-11,NT431,RUNNYMEDE HOSPITAL,139,153,14,True
2025-10,2025-11,NT433,SARUM ROAD HOSPITAL,399,367,-32,True
2025-10,2025-11,NT434,SAXON CLINIC,653,642,-11,True
2025-10,2025-11,NT435,SHELBURNE HOSPITAL,168,177,9,True
2025-10,2025-11,NT436,SHIRLEY OAKS HOSPITAL,872,908,36,True
2025-10,2025-11,NT437,SLOANE HOSPITAL,821,827,6,True
2025-10,2025-11,NT440,THORNBURY HOSPITAL,564,571,7,True
2025-10,2025-11,NT441,THREE SHIRES HOSPITAL,3662,3573,-89,True
2025-10,2025-11,NT443,WINTERBOURNE HOSPITAL,324,338,14,True
2025-10,2025-11,NT445,EDGBASTON HOSPITAL,1,1,0,True
2025-10,2025-11,NT446,ST EDMUNDS HOSPITAL,623,583,-40,True
2025-10,2025-11,NT447,DUCHY HOSPITAL,340,314,-26,True
2025-10,2025-11,NT448,HUDDERSFIELD PRIVATE HOSPITAL,729,799,70,True
2025-10,2025-11,NT449,LANCASTER PRIVATE HOSPITAL,343,339,-4,True
2025-10,2025-11,NT450,LINCOLN PRIVATE HOSPITAL,1272,1279,7,True
2025-10,2025-11,NT451,CAVELL HOSPITAL,1316,1230,-86,True
2025-10,2025-11,NT455,MOUNT ALVERNIA HOSPITAL,272,269,-3,True
2025-10,2025-11,NT457,WOODLANDS HOSPITAL,2315,2469,154,True
2025-10,2025-11,NT490,SOUTHEND PRIVATE HOSPITAL,1287,1480,193,True
2025-10,2025-11,NTE02,ST HUGH'S HOSPITAL,2009,1929,-80,True
2025-10,2025-11,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,8323,8154,-169,True
2025-10,2025-11,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,2062,1948,-114,True
2025-10,2025-11,NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,5810,5660,-150,True
2025-10,2025-11,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,1019,990,-29,True
2025-10,2025-11,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,2350,2261,-89,True
2025-10,2025-11,NTPAE,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,1822,2551,729,True
2025-10,2025-11,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,2992,3011,19,True
2025-10,2025-11,NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,4220,4393,173,True
2025-10,2025-11,NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,2510,2589,79,True
2025-10,2025-11,NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,1900,1827,-73,True
2025-10,2025-11,NTX,THE ONE HEALTH GROUP PLC,5468,5214,-254,True
2025-10,2025-11,NV1,INHEALTH LIMITED,846,856,10,True
2025-10,2025-11,NVC01,ASHTEAD HOSPITAL,1076,1044,-32,True
2025-10,2025-11,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,1110,1069,-41,True
2025-10,2025-11,NVC04,DUCHY HOSPITAL,1992,2094,102,True
2025-10,2025-11,NVC05,EUXTON HALL HOSPITAL,2777,2972,195,True
2025-10,2025-11,NVC06,FITZWILLIAM HOSPITAL,5911,6072,161,True
2025-10,2025-11,NVC07,FULWOOD HALL HOSPITAL,5172,4840,-332,True
2025-10,2025-11,NVC08,MOUNT STUART HOSPITAL,2018,2145,127,True
2025-10,2025-11,NVC09,NEW HALL HOSPITAL,3320,3246,-74,True
2025-10,2025-11,NVC0I,BEACON PARK HOSPITAL,1029,1014,-15,True
2025-10,2025-11,NVC0R,TEES VALLEY HOSPITAL,4658,4560,-98,True
2025-10,2025-11,NVC0Y,EXETER MEDICAL,191,199,8,True
2025-10,2025-11,NVC11,NORTH DOWNS HOSPITAL,1580,1557,-23,True
2025-10,2025-11,NVC12,OAKLANDS HOSPITAL,4087,4105,18,True
2025-10,2025-11,NVC13,OAKS HOSPITAL,809,885,76,True
2025-10,2025-11,NVC14,PARK HILL HOSPITAL,715,763,48,True
2025-10,2025-11,NVC15,PINEHILL HOSPITAL,1465,1551,86,True
2025-10,2025-11,NVC16,RENACRES HOSPITAL,4971,4958,-13,True
2025-10,2025-11,NVC17,ROWLEY HALL HOSPITAL,2400,2438,38,True
2025-10,2025-11,NVC18,SPRINGFIELD HOSPITAL,5009,5115,106,True
2025-10,2025-11,NVC19,RIVERS HOSPITAL,4256,4246,-10,True
2025-10,2025-11,NVC1H,STOURSIDE HOSPITAL,3407,3489,82,True
2025-10,2025-11,NVC20,THE YORKSHIRE CLINIC,7343,7167,-176,True
2025-10,2025-11,NVC21,WEST MIDLANDS HOSPITAL,504,412,-92,True
2025-10,2025-11,NVC22,WINFIELD HOSPITAL,1459,1356,-103,True
2025-10,2025-11,NVC23,WOODLAND HOSPITAL,5041,5111,70,True
2025-10,2025-11,NVC25,THE CHERWELL HOSPITAL,2217,2243,26,True
