period,part,kind,code,name,release,percentile,linear,lower_bound,midpoint,upper_bound,lower_minus_linear,midpoint_minus_linear
2025-01,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,43.5778284581,43,43.5,44,-0.577828458106,-0.0778284581061
2025-01,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,48.6232374567,48,48.5,49,-0.623237456747,-0.123237456747
2025-01,Part_2,monthly,C_120,ENT,revised-or-established,50,18.2418206098,18,18.5,19,-0.241820609838,0.258179390162
2025-01,Part_2,monthly,C_120,ENT,revised-or-established,75,32.7543633979,32,32.5,33,-0.754363397902,-0.254363397902
2025-01,Part_2,monthly,C_120,ENT,revised-or-established,92,47.1157465907,47,47.5,48,-0.115746590713,0.384253409287
2025-01,Part_2,monthly,C_120,ENT,revised-or-established,95,50.8320152179,50,50.5,51,-0.832015217893,-0.332015217893
2025-01,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.642398176,11,11.5,12,-0.642398175977,-0.142398175977
2025-01,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,22.6642124638,22,22.5,23,-0.664212463844,-0.164212463844
2025-01,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,38.3648923247,38,38.5,39,-0.364892324683,0.135107675317
2025-01,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,43.0273280299,43,43.5,44,-0.0273280299485,0.472671970051
2025-01,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.193898368,13,13.5,14,-0.193898367953,0.306101632047
2025-01,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.7453616352,24,24.5,25,-0.74536163522,-0.24536163522
2025-01,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,39.2613079667,39,39.5,40,-0.261307966706,0.238692033294
2025-01,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,43.8611187845,43,43.5,44,-0.86111878453,-0.36111878453
2025-01,Part_2,monthly,C_320,Cardiology,revised-or-established,50,14.1183926878,14,14.5,15,-0.118392687764,0.381607312236
2025-01,Part_2,monthly,C_320,Cardiology,revised-or-established,75,26.1845339972,26,26.5,27,-0.184533997199,0.315466002801
2025-01,Part_2,monthly,C_320,Cardiology,revised-or-established,92,40.9333899333,40,40.5,41,-0.933389933293,-0.433389933293
2025-01,Part_2,monthly,C_320,Cardiology,revised-or-established,95,45.7166938111,45,45.5,46,-0.716693811075,-0.216693811075
2025-01,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.4851907631,16,16.5,17,-0.485190763052,0.0148092369478
2025-01,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.9237181283,29,29.5,30,-0.923718128327,-0.423718128327
2025-01,Part_2,monthly,C_400,Neurology,revised-or-established,92,44.6829051383,44,44.5,45,-0.68290513834,-0.18290513834
2025-01,Part_2,monthly,C_400,Neurology,revised-or-established,95,48.630572189,48,48.5,49,-0.630572188955,-0.130572188955
2025-02,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,14.2078621474,14,14.5,15,-0.207862147379,0.292137852621
2025-02,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,26.7975539797,26,26.5,27,-0.797553979716,-0.297553979716
2025-02,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,42.2183233356,42,42.5,43,-0.218323335649,0.281676664351
2025-02,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,46.6089838924,46,46.5,47,-0.608983892426,-0.108983892426
2025-02,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.4744842562,14,14.5,15,-0.474484256243,0.0255157437568
2025-02,Part_2,monthly,C_100,General surgery,revised-or-established,75,27.7807459677,27,27.5,28,-0.780745967742,-0.280745967742
2025-02,Part_2,monthly,C_100,General surgery,revised-or-established,92,43.4834793114,43,43.5,44,-0.483479311386,0.0165206886137
2025-02,Part_2,monthly,C_100,General surgery,revised-or-established,95,48.1514271892,48,48.5,49,-0.151427189163,0.348572810837
2025-02,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,15.4604670217,15,15.5,16,-0.460467021712,0.0395329782876
2025-02,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,28.0052460655,28,28.5,29,-0.00524606545091,0.494753934549
2025-02,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,43.3051337672,43,43.5,44,-0.305133767173,0.194866232827
2025-02,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,48.0268150772,48,48.5,49,-0.0268150771566,0.473184922843
2025-02,Part_2,monthly,C_120,ENT,revised-or-established,50,17.9256616965,17,17.5,18,-0.925661696511,-0.425661696511
2025-02,Part_2,monthly,C_120,ENT,revised-or-established,75,32.3535353535,32,32.5,33,-0.353535353535,0.146464646465
2025-02,Part_2,monthly,C_120,ENT,revised-or-established,92,46.5254718361,46,46.5,47,-0.525471836138,-0.0254718361375
2025-02,Part_2,monthly,C_120,ENT,revised-or-established,95,50.759825518,50,50.5,51,-0.759825517993,-0.259825517993
2025-02,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.2842695363,11,11.5,12,-0.284269536312,0.215730463688
2025-02,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,22.0231357655,22,22.5,23,-0.0231357654863,0.476864234514
2025-02,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,38.0458394161,38,38.5,39,-0.0458394160584,0.454160583942
2025-02,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,43.0441087155,43,43.5,44,-0.044108715457,0.455891284543
2025-02,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.1822194199,13,13.5,14,-0.182219419924,0.317780580076
2025-02,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.347648571,24,24.5,25,-0.347648570997,0.152351429003
2025-02,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,38.8802194453,38,38.5,39,-0.880219445291,-0.380219445291
2025-02,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,43.5464654488,43,43.5,44,-0.546465448769,-0.0464654487689
2025-02,Part_2,monthly,C_320,Cardiology,revised-or-established,50,14.0074438447,14,14.5,15,-0.00744384468048,0.49255615532
2025-02,Part_2,monthly,C_320,Cardiology,revised-or-established,75,25.5736596915,25,25.5,26,-0.573659691462,-0.0736596914617
2025-02,Part_2,monthly,C_320,Cardiology,revised-or-established,92,40.4983709869,40,40.5,41,-0.49837098692,0.00162901307966
2025-02,Part_2,monthly,C_320,Cardiology,revised-or-established,95,44.9259355096,44,44.5,45,-0.925935509554,-0.425935509554
2025-02,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.4677390686,16,16.5,17,-0.46773906861,0.03226093139
2025-02,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.761065211,29,29.5,30,-0.761065210977,-0.261065210977
2025-02,Part_2,monthly,C_400,Neurology,revised-or-established,92,44.1379139891,44,44.5,45,-0.137913989125,0.362086010875
2025-02,Part_2,monthly,C_400,Neurology,revised-or-established,95,48.4887339056,48,48.5,49,-0.488733905579,0.0112660944206
2025-02,Part_1A,full,C_999,"England, all specialties",revised-or-established,50,12.2440819423,12,12.5,13,-0.244081942337,0.255918057663
2025-02,Part_1A,full,C_999,"England, all specialties",revised-or-established,75,31.9707726537,31,31.5,32,-0.970772653722,-0.470772653722
2025-02,Part_1A,full,C_999,"England, all specialties",revised-or-established,92,55.8698751201,55,55.5,56,-0.869875120077,-0.369875120077
2025-02,Part_1A,full,C_999,"England, all specialties",revised-or-established,95,61.31081621,61,61.5,62,-0.310816210046,0.189183789954
2025-02,Part_1A,full,C_100,General surgery,revised-or-established,50,16.4132653061,16,16.5,17,-0.413265306122,0.0867346938776
2025-02,Part_1A,full,C_100,General surgery,revised-or-established,75,37.9231601732,37,37.5,38,-0.92316017316,-0.42316017316
2025-02,Part_1A,full,C_100,General surgery,revised-or-established,92,57.4887958115,57,57.5,58,-0.488795811518,0.0112041884817
2025-02,Part_1A,full,C_100,General surgery,revised-or-established,95,62.1512254902,62,62.5,63,-0.151225490196,0.348774509804
2025-02,Part_1A,full,C_110,Trauma and orthopaedics,revised-or-established,50,22.9267480577,22,22.5,23,-0.926748057714,-0.426748057714
2025-02,Part_1A,full,C_110,Trauma and orthopaedics,revised-or-established,75,41.8166969147,41,41.5,42,-0.816696914701,-0.316696914701
2025-02,Part_1A,full,C_110,Trauma and orthopaedics,revised-or-established,92,59.9537953795,59,59.5,60,-0.953795379538,-0.453795379538
2025-02,Part_1A,full,C_110,Trauma and orthopaedics,revised-or-established,95,63.7430406852,63,63.5,64,-0.743040685225,-0.243040685225
2025-02,Part_1A,full,C_120,ENT,revised-or-established,50,31.4601769912,31,31.5,32,-0.46017699115,0.0398230088496
2025-02,Part_1A,full,C_120,ENT,revised-or-established,75,53.7396907216,53,53.5,54,-0.739690721649,-0.239690721649
2025-02,Part_1A,full,C_120,ENT,revised-or-established,92,64.8066968326,64,64.5,65,-0.806696832579,-0.306696832579
2025-02,Part_1A,full,C_120,ENT,revised-or-established,95,66.8681528662,66,66.5,67,-0.868152866242,-0.368152866242
2025-02,Part_1A,full,C_130,Ophthalmology,revised-or-established,50,6.82131661442,6,6.5,7,-0.82131661442,-0.32131661442
2025-02,Part_1A,full,C_130,Ophthalmology,revised-or-established,75,16.9376391982,16,16.5,17,-0.937639198218,-0.437639198218
2025-02,Part_1A,full,C_130,Ophthalmology,revised-or-established,92,38.5481712062,38,38.5,39,-0.548171206226,-0.0481712062257
2025-02,Part_1A,full,C_130,Ophthalmology,revised-or-established,95,46.7368932039,46,46.5,47,-0.736893203883,-0.236893203883
2025-02,Part_1A,full,C_301,Gastroenterology,revised-or-established,50,4.03941082803,4,4.5,5,-0.0394108280255,0.460589171975
2025-02,Part_1A,full,C_301,Gastroenterology,revised-or-established,75,10.4884146341,10,10.5,11,-0.488414634146,0.0115853658537
2025-02,Part_1A,full,C_301,Gastroenterology,revised-or-established,92,30.9674576271,30,30.5,31,-0.967457627119,-0.467457627119
2025-02,Part_1A,full,C_301,Gastroenterology,revised-or-established,95,41.2950980392,41,41.5,42,-0.295098039216,0.204901960784
2025-02,Part_1A,full,C_320,Cardiology,revised-or-established,50,11.4634146341,11,11.5,12,-0.463414634146,0.0365853658537
2025-02,Part_1A,full,C_320,Cardiology,revised-or-established,75,24.3482142857,24,24.5,25,-0.348214285714,0.151785714286
2025-02,Part_1A,full,C_320,Cardiology,revised-or-established,92,46.6,46,46.5,47,-0.6,-0.1
2025-02,Part_1A,full,C_320,Cardiology,revised-or-established,95,52.8333333333,52,52.5,53,-0.833333333333,-0.333333333333
2025-02,Part_1A,full,C_400,Neurology,revised-or-established,50,5.26,5,5.5,6,-0.26,0.24
2025-02,Part_1A,full,C_400,Neurology,revised-or-established,75,16.9583333333,16,16.5,17,-0.958333333333,-0.458333333333
2025-02,Part_1A,full,C_400,Neurology,revised-or-established,92,35.184,35,35.5,36,-0.184,0.316
2025-02,Part_1A,full,C_400,Neurology,revised-or-established,95,41.3166666667,41,41.5,42,-0.316666666667,0.183333333333
2025-02,Part_1B,full,C_999,"England, all specialties",revised-or-established,50,9.77195064072,9,9.5,10,-0.771950640721,-0.271950640721
2025-02,Part_1B,full,C_999,"England, all specialties",revised-or-established,75,26.0893171161,26,26.5,27,-0.089317116061,0.410682883939
2025-02,Part_1B,full,C_999,"England, all specialties",revised-or-established,92,48.8837155072,48,48.5,49,-0.88371550719,-0.38371550719
2025-02,Part_1B,full,C_999,"England, all specialties",revised-or-established,95,54.1040994738,54,54.5,55,-0.104099473774,0.395900526226
2025-02,Part_1B,full,C_100,General surgery,revised-or-established,50,6.9829424307,6,6.5,7,-0.982942430704,-0.482942430704
2025-02,Part_1B,full,C_100,General surgery,revised-or-established,75,23.0012406948,23,23.5,24,-0.00124069478908,0.498759305211
2025-02,Part_1B,full,C_100,General surgery,revised-or-established,92,49.7722834646,49,49.5,50,-0.772283464567,-0.272283464567
2025-02,Part_1B,full,C_100,General surgery,revised-or-established,95,55.5863157895,55,55.5,56,-0.586315789474,-0.0863157894737
2025-02,Part_1B,full,C_110,Trauma and orthopaedics,revised-or-established,50,12.470671521,12,12.5,13,-0.470671521036,0.0293284789644
2025-02,Part_1B,full,C_110,Trauma and orthopaedics,revised-or-established,75,27.4462828649,27,27.5,28,-0.446282864914,0.0537171350861
2025-02,Part_1B,full,C_110,Trauma and orthopaedics,revised-or-established,92,50.0520168067,50,50.5,51,-0.0520168067227,0.447983193277
2025-02,Part_1B,full,C_110,Trauma and orthopaedics,revised-or-established,95,56.0323677582,56,56.5,57,-0.0323677581864,0.467632241814
2025-02,Part_1B,full,C_120,ENT,revised-or-established,50,17.2077402135,17,17.5,18,-0.207740213523,0.292259786477
2025-02,Part_1B,full,C_120,ENT,revised-or-established,75,40.0788075561,40,40.5,41,-0.0788075560803,0.42119244392
2025-02,Part_1B,full,C_120,ENT,revised-or-established,92,55.7892482916,55,55.5,56,-0.789248291572,-0.289248291572
2025-02,Part_1B,full,C_120,ENT,revised-or-established,95,59.782059448,59,59.5,60,-0.782059447983,-0.282059447983
2025-02,Part_1B,full,C_130,Ophthalmology,revised-or-established,50,8.2610232245,8,8.5,9,-0.261023224504,0.238976775496
2025-02,Part_1B,full,C_130,Ophthalmology,revised-or-established,75,19.778566482,19,19.5,20,-0.778566481994,-0.278566481994
2025-02,Part_1B,full,C_130,Ophthalmology,revised-or-established,92,41.1674437628,41,41.5,42,-0.167443762781,0.332556237219
2025-02,Part_1B,full,C_130,Ophthalmology,revised-or-established,95,48.1588435374,48,48.5,49,-0.158843537415,0.341156462585
2025-02,Part_1B,full,C_301,Gastroenterology,revised-or-established,50,11.5530530531,11,11.5,12,-0.553053053053,-0.0530530530531
2025-02,Part_1B,full,C_301,Gastroenterology,revised-or-established,75,28.4605555556,28,28.5,29,-0.460555555556,0.0394444444444
2025-02,Part_1B,full,C_301,Gastroenterology,revised-or-established,92,49.2440121581,49,49.5,50,-0.244012158055,0.255987841945
2025-02,Part_1B,full,C_301,Gastroenterology,revised-or-established,95,54.7151315789,54,54.5,55,-0.715131578947,-0.215131578947
2025-02,Part_1B,full,C_320,Cardiology,revised-or-established,50,14.2205882353,14,14.5,15,-0.220588235294,0.279411764706
2025-02,Part_1B,full,C_320,Cardiology,revised-or-established,75,31.4381313131,31,31.5,32,-0.438131313131,0.0618686868687
2025-02,Part_1B,full,C_320,Cardiology,revised-or-established,92,51.5861878453,51,51.5,52,-0.586187845304,-0.0861878453039
2025-02,Part_1B,full,C_320,Cardiology,revised-or-established,95,56.5447882736,56,56.5,57,-0.544788273616,-0.0447882736156
2025-02,Part_1B,full,C_400,Neurology,revised-or-established,50,20.0354477612,20,20.5,21,-0.035447761194,0.464552238806
2025-02,Part_1B,full,C_400,Neurology,revised-or-established,75,41.7014925373,41,41.5,42,-0.701492537313,-0.201492537313
2025-02,Part_1B,full,C_400,Neurology,revised-or-established,92,55.7197538462,55,55.5,56,-0.719753846154,-0.219753846154
2025-02,Part_1B,full,C_400,Neurology,revised-or-established,95,60.3343434343,60,60.5,61,-0.334343434343,0.165656565657
2025-03,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,13.8204404415,13,13.5,14,-0.82044044154,-0.32044044154
2025-03,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,26.283037986,26,26.5,27,-0.283037985984,0.216962014016
2025-03,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,41.8904778843,41,41.5,42,-0.890477884267,-0.390477884267
2025-03,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,46.418821115,46,46.5,47,-0.418821114979,0.0811788850211
2025-03,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.097513358,14,14.5,15,-0.0975133579942,0.402486642006
2025-03,Part_2,monthly,C_100,General surgery,revised-or-established,75,27.1173951049,27,27.5,28,-0.117395104895,0.382604895105
2025-03,Part_2,monthly,C_100,General surgery,revised-or-established,92,42.7964505979,42,42.5,43,-0.79645059786,-0.29645059786
2025-03,Part_2,monthly,C_100,General surgery,revised-or-established,95,47.4733532934,47,47.5,48,-0.473353293413,0.0266467065868
2025-03,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,15.2611134682,15,15.5,16,-0.261113468156,0.238886531844
2025-03,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,27.4672290468,27,27.5,28,-0.467229046805,0.0327709531955
2025-03,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,42.7757883969,42,42.5,43,-0.775788396902,-0.275788396902
2025-03,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,47.4329070929,47,47.5,48,-0.432907092907,0.0670929070929
2025-03,Part_2,monthly,C_120,ENT,revised-or-established,50,17.5771791138,17,17.5,18,-0.577179113792,-0.0771791137924
2025-03,Part_2,monthly,C_120,ENT,revised-or-established,75,31.5950511322,31,31.5,32,-0.595051132213,-0.0950511322133
2025-03,Part_2,monthly,C_120,ENT,revised-or-established,92,46.2527509143,46,46.5,47,-0.252750914262,0.247249085738
2025-03,Part_2,monthly,C_120,ENT,revised-or-established,95,50.09519082,50,50.5,51,-0.0951908200103,0.40480917999
2025-03,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,9.90406079316,9,9.5,10,-0.904060793161,-0.404060793161
2025-03,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,21.6743241799,21,21.5,22,-0.674324179934,-0.174324179934
2025-03,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,37.5505670479,37,37.5,38,-0.550567047944,-0.0505670479435
2025-03,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,42.5430869162,42,42.5,43,-0.543086916177,-0.0430869161769
2025-03,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,12.3628643853,12,12.5,13,-0.362864385298,0.137135614702
2025-03,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.5066229985,24,24.5,25,-0.506622998544,-0.0066229985444
2025-03,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,38.8685194479,38,38.5,39,-0.86851944793,-0.36851944793
2025-03,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,43.3235530951,43,43.5,44,-0.323553095118,0.176446904882
2025-03,Part_2,monthly,C_320,Cardiology,revised-or-established,50,13.651520328,13,13.5,14,-0.651520327981,-0.151520327981
2025-03,Part_2,monthly,C_320,Cardiology,revised-or-established,75,25.2982804233,25,25.5,26,-0.29828042328,0.20171957672
2025-03,Part_2,monthly,C_320,Cardiology,revised-or-established,92,40.156622167,40,40.5,41,-0.156622167029,0.343377832971
2025-03,Part_2,monthly,C_320,Cardiology,revised-or-established,95,44.6794736842,44,44.5,45,-0.679473684211,-0.179473684211
2025-03,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.3364519611,16,16.5,17,-0.336451961137,0.163548038863
2025-03,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.0132508834,29,29.5,30,-0.0132508833922,0.486749116608
2025-03,Part_2,monthly,C_400,Neurology,revised-or-established,92,43.7568812758,43,43.5,44,-0.756881275842,-0.256881275842
2025-03,Part_2,monthly,C_400,Neurology,revised-or-established,95,47.7925636008,47,47.5,48,-0.792563600783,-0.292563600783
2025-04,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,13.258164625,13,13.5,14,-0.258164624994,0.241835375006
2025-04,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,26.5910745939,26,26.5,27,-0.591074593864,-0.0910745938636
2025-04,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,42.2618071861,42,42.5,43,-0.261807186055,0.238192813945
2025-04,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,46.714317912,46,46.5,47,-0.714317911957,-0.214317911957
2025-04,Part_2,monthly,C_100,General surgery,revised-or-established,50,13.4779785432,13,13.5,14,-0.477978543196,0.0220214568041
2025-04,Part_2,monthly,C_100,General surgery,revised-or-established,75,27.3740379682,27,27.5,28,-0.374037968189,0.125962031811
2025-04,Part_2,monthly,C_100,General surgery,revised-or-established,92,43.1448314216,43,43.5,44,-0.14483142162,0.35516857838
2025-04,Part_2,monthly,C_100,General surgery,revised-or-established,95,47.6498030635,47,47.5,48,-0.649803063457,-0.149803063457
2025-04,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,14.5223099441,14,14.5,15,-0.522309944114,-0.0223099441143
2025-04,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,28.0090302019,28,28.5,29,-0.00903020185157,0.490969798148
2025-04,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,43.2269553975,43,43.5,44,-0.226955397544,0.273044602456
2025-04,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,47.6265835512,47,47.5,48,-0.626583551176,-0.126583551176
2025-04,Part_2,monthly,C_120,ENT,revised-or-established,50,17.0938142699,17,17.5,18,-0.093814269894,0.406185730106
2025-04,Part_2,monthly,C_120,ENT,revised-or-established,75,31.4070093458,31,31.5,32,-0.407009345794,0.0929906542056
2025-04,Part_2,monthly,C_120,ENT,revised-or-established,92,46.7241527446,46,46.5,47,-0.72415274463,-0.22415274463
2025-04,Part_2,monthly,C_120,ENT,revised-or-established,95,50.6241650295,50,50.5,51,-0.62416502947,-0.12416502947
2025-04,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,10.2044228695,10,10.5,11,-0.204422869471,0.295577130529
2025-04,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,21.6600322614,21,21.5,22,-0.660032261422,-0.160032261422
2025-04,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,37.2607055215,37,37.5,38,-0.260705521472,0.239294478528
2025-04,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,42.5137691002,42,42.5,43,-0.51376910017,-0.0137691001698
2025-04,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,12.5730438521,12,12.5,13,-0.573043852107,-0.0730438521066
2025-04,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.8228082624,24,24.5,25,-0.822808262378,-0.322808262378
2025-04,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,39.3467274503,39,39.5,40,-0.346727450342,0.153272549658
2025-04,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,43.8209327549,43,43.5,44,-0.820932754881,-0.320932754881
2025-04,Part_2,monthly,C_320,Cardiology,revised-or-established,50,13.2344253947,13,13.5,14,-0.23442539467,0.26557460533
2025-04,Part_2,monthly,C_320,Cardiology,revised-or-established,75,25.5163477475,25,25.5,26,-0.516347747476,-0.0163477474763
2025-04,Part_2,monthly,C_320,Cardiology,revised-or-established,92,40.3442963926,40,40.5,41,-0.34429639259,0.15570360741
2025-04,Part_2,monthly,C_320,Cardiology,revised-or-established,95,44.7254428341,44,44.5,45,-0.725442834138,-0.225442834138
2025-04,Part_2,monthly,C_400,Neurology,revised-or-established,50,15.6458033141,15,15.5,16,-0.645803314121,-0.145803314121
2025-04,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.2693370166,29,29.5,30,-0.269337016575,0.230662983425
2025-04,Part_2,monthly,C_400,Neurology,revised-or-established,92,44.0908568497,44,44.5,45,-0.0908568496665,0.409143150333
2025-04,Part_2,monthly,C_400,Neurology,revised-or-established,95,48.1579417293,48,48.5,49,-0.157941729323,0.342058270677
2025-05,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,13.5697948901,13,13.5,14,-0.569794890106,-0.0697948901055
2025-05,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,26.7854906574,26,26.5,27,-0.785490657377,-0.285490657377
2025-05,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,42.5267293498,42,42.5,43,-0.526729349837,-0.0267293498369
2025-05,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,47.1793781203,47,47.5,48,-0.179378120304,0.320621879696
2025-05,Part_2,monthly,C_100,General surgery,revised-or-established,50,13.8415274911,13,13.5,14,-0.841527491087,-0.341527491087
2025-05,Part_2,monthly,C_100,General surgery,revised-or-established,75,27.4243726366,27,27.5,28,-0.424372636645,0.0756273633551
2025-05,Part_2,monthly,C_100,General surgery,revised-or-established,92,43.2146726706,43,43.5,44,-0.214672670592,0.285327329408
2025-05,Part_2,monthly,C_100,General surgery,revised-or-established,95,47.7619380183,47,47.5,48,-0.761938018333,-0.261938018333
2025-05,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,14.7098062129,14,14.5,15,-0.709806212874,-0.209806212874
2025-05,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,28.1639017137,28,28.5,29,-0.163901713749,0.336098286251
2025-05,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,43.5733798573,43,43.5,44,-0.573379857256,-0.0733798572561
2025-05,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,48.0651628521,48,48.5,49,-0.0651628521127,0.434837147887
2025-05,Part_2,monthly,C_120,ENT,revised-or-established,50,17.3088235294,17,17.5,18,-0.308823529412,0.191176470588
2025-05,Part_2,monthly,C_120,ENT,revised-or-established,75,31.768801502,31,31.5,32,-0.768801502034,-0.268801502034
2025-05,Part_2,monthly,C_120,ENT,revised-or-established,92,47.076945426,47,47.5,48,-0.0769454259914,0.423054574009
2025-05,Part_2,monthly,C_120,ENT,revised-or-established,95,51.2043878788,51,51.5,52,-0.204387878788,0.295612121212
2025-05,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,10.5848810215,10,10.5,11,-0.584881021474,-0.0848810214742
2025-05,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,20.5588111961,20,20.5,21,-0.558811196142,-0.0588111961422
2025-05,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,36.946696187,36,36.5,37,-0.946696186962,-0.446696186962
2025-05,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,42.3877129395,42,42.5,43,-0.387712939471,0.112287060529
2025-05,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,12.7138634222,12,12.5,13,-0.713863422157,-0.213863422157
2025-05,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.7680257161,24,24.5,25,-0.768025716146,-0.268025716146
2025-05,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,39.3395169082,39,39.5,40,-0.339516908213,0.160483091787
2025-05,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,43.9901664477,43,43.5,44,-0.990166447657,-0.490166447657
2025-05,Part_2,monthly,C_320,Cardiology,revised-or-established,50,13.6904061212,13,13.5,14,-0.690406121248,-0.190406121248
2025-05,Part_2,monthly,C_320,Cardiology,revised-or-established,75,25.7992573507,25,25.5,26,-0.799257350712,-0.299257350712
2025-05,Part_2,monthly,C_320,Cardiology,revised-or-established,92,40.5933421927,40,40.5,41,-0.593342192691,-0.093342192691
2025-05,Part_2,monthly,C_320,Cardiology,revised-or-established,95,45.0463951311,45,45.5,46,-0.0463951310861,0.453604868914
2025-05,Part_2,monthly,C_400,Neurology,revised-or-established,50,15.7862165963,15,15.5,16,-0.786216596343,-0.286216596343
2025-05,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.3374406176,29,29.5,30,-0.337440617577,0.162559382423
2025-05,Part_2,monthly,C_400,Neurology,revised-or-established,92,44.3782623132,44,44.5,45,-0.378262313226,0.121737686774
2025-05,Part_2,monthly,C_400,Neurology,revised-or-established,95,48.4536433033,48,48.5,49,-0.453643303262,0.0463566967384
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,13.397750439,13,13.5,14,-0.397750439013,0.102249560987
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,25.6690338096,25,25.5,26,-0.669033809591,-0.169033809591
