period,part,kind,code,name,release,lower_week,upper_week,open_band,count,share,group
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,3,4,False,330637,0.0448757274185,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,4,5,False,262126,0.0355770676763,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,5,6,False,289090,0.0392367582557,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,6,7,False,285623,0.0387661994648,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7,8,False,234153,0.031780430509,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,8,9,False,244874,0.0332355389018,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,9,10,False,203323,0.0275960268388,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,10,11,False,174555,0.023691488247,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,11,12,False,221658,0.0300845458558,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,12,13,False,212797,0.0288818860789,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,13,14,False,198172,0.026896907043,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,14,15,False,195818,0.0265774102464,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,15,16,False,187693,0.0254746441153,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,16,17,False,178667,0.0242495897031,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,17,18,False,167625,0.0227509135654,within18
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,18,19,False,143666,0.0194990767981,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,19,20,False,150963,0.0204894625776,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,20,21,False,145154,0.0197010356908,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,21,22,False,137843,0.0187087497604,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,22,23,False,132059,0.0179237160002,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,23,24,False,124146,0.0168497235823,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,24,25,False,111682,0.015158046406,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,25,26,False,70690,0.00959440465287,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,26,27,False,49360,0.00669938907435,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,27,28,False,102449,0.013904896906,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,28,29,False,98859,0.0134176439324,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,29,30,False,96274,0.0130667946464,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,30,31,False,93152,0.0126430610019,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,31,32,False,90221,0.0122452508443,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,32,33,False,87394,0.0118615560933,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,33,34,False,83575,0.0113432220804,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,34,35,False,74802,0.010152506109,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,35,36,False,75777,0.0102848380447,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,36,37,False,73132,0.00992584525497,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,37,38,False,71399,0.00969063372203,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,38,39,False,68056,0.00923690483882,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,39,40,False,62373,0.00846557930985,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,40,41,False,57683,0.00782902876774,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,41,42,False,55335,0.0075103463215,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,42,43,False,51877,0.00704100905612,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,43,44,False,40382,0.00548084946516,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,44,45,False,43124,0.00585300758595,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,45,46,False,42026,0.00570398146756,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,46,47,False,40759,0.00553201781364,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,47,48,False,38834,0.00527074706875,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,48,49,False,36286,0.00492491961005,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,49,50,False,32347,0.00439029858971,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,51,False,32125,0.00436016762588,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,51,52,False,29207,0.00396412189414,middle
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,52,53,False,24278,0.00329513306214,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,53,54,False,23491,0.00318831743812,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,54,55,False,22430,0.00304431314704,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,55,56,False,20328,0.00275901906611,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,56,57,False,14458,0.00196231295051,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,57,58,False,15328,0.00208039375469,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,58,59,False,14675,0.00199176528902,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,59,60,False,10875,0.00147601005234,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,60,61,False,10195,0.00138371700999,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,61,62,False,8696,0.00118026514162,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,62,63,False,7238,0.000982378000813,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,63,64,False,5510,0.000747845093186,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,64,65,False,3767,0.000511276309625,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,65,66,False,1451,0.000196937065374,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,66,67,False,1623,0.000220281776087,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,67,68,False,1398,0.000189743637073,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,68,69,False,1099,0.00014916184345,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,69,70,False,769,0.000104372572897,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,70,71,False,693,9.4057468163e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,71,72,False,532,7.22057331352e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,72,73,False,532,7.22057331352e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,73,74,False,375,5.08968983566e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,74,75,False,308,4.18033191835e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,76,False,266,3.61028665676e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,76,77,False,206,2.79593628306e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,77,78,False,131,1.77799831592e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,78,79,False,43,5.83617767822e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,79,80,False,77,1.04508297959e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,80,81,False,79,1.07222799205e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,81,82,False,93,1.26224307924e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,82,83,False,66,8.95785411076e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,83,84,False,75,1.01793796713e-05,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,84,85,False,70,9.5007543599e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,85,86,False,52,7.05770323878e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,86,87,False,39,5.29327742909e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,87,88,False,40,5.42900249137e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,88,89,False,38,5.1575523668e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,89,90,False,33,4.47892705538e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,90,91,False,23,3.12167643254e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,91,92,False,23,3.12167643254e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,93,False,17,2.30732605883e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,93,94,False,16,2.17160099655e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,94,95,False,19,2.5787761834e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,96,False,24,3.25740149482e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,96,97,False,17,2.30732605883e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,97,98,False,12,1.62870074741e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,98,99,False,7,9.5007543599e-07,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,99,100,False,15,2.03587593426e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,100,101,False,8,1.08580049827e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,101,102,False,8,1.08580049827e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,102,103,False,14,1.90015087198e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,103,104,False,13,1.7644258097e-06,over52
2025-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,104,,True,182,2.47019613357e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,0,1,False,390586,0.0535120933308,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,1,2,False,362964,0.0497277512347,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,2,3,False,339401,0.0464995109619,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,3,4,False,324487,0.0444562237987,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,4,5,False,307084,0.0420719320928,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,5,6,False,287835,0.0394347298262,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,6,7,False,277278,0.0379883718684,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7,8,False,265335,0.0363521254831,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,8,9,False,249185,0.034139500588,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,9,10,False,194610,0.026662472498,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,10,11,False,237059,0.032478182354,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,11,12,False,220656,0.0302308952856,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,12,13,False,173366,0.0237519459796,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,13,14,False,198704,0.0272233694838,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,14,15,False,118399,0.0162212120718,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,15,16,False,179182,0.0245487649511,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,16,17,False,175853,0.024092676513,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,17,18,False,166485,0.0228092170692,within18
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,18,19,False,153164,0.0209841782935,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,19,20,False,151164,0.0207101690185,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,20,21,False,145584,0.0199456831414,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,21,22,False,138034,0.0189112981285,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,22,23,False,125459,0.0171884648123,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,23,24,False,120449,0.0165020715786,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,24,25,False,121996,0.0167140177528,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,25,26,False,115696,0.0158508885367,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,26,27,False,108897,0.0149193940066,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,27,28,False,104013,0.0142502633572,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,28,29,False,97158,0.0133110965673,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,29,30,False,82500,0.0113028825913,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,30,31,False,42736,0.00585503018692,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,31,32,False,59449,0.00814478869295,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,32,33,False,82646,0.0113228852683,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,33,34,False,80443,0.011021064052,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,34,35,False,76825,0.0105253812736,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,35,36,False,74055,0.0101458784278,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,36,37,False,72388,0.00991749169718,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,37,38,False,68848,0.00943249528053,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,38,39,False,63334,0.00867705170952,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,39,40,False,58546,0.00802107350532,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,40,41,False,58369,0.00799682368448,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,41,42,False,56333,0.0077178822426,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,42,43,False,53676,0.00735386092084,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,43,44,False,50320,0.00689407335749,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,44,45,False,46295,0.00634262969167,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,45,46,False,42446,0.00581529884205,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,46,47,False,40662,0.0055708825688,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,47,48,False,36009,0.00493339999066,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,48,49,False,26428,0.00362075855906,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,49,50,False,31248,0.00428112091166,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,51,False,28583,0.0039160035528,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,51,52,False,27385,0.00375187199712,middle
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,52,53,False,23733,0.00325153106107,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,53,54,False,21275,0.00291477366217,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,54,55,False,20914,0.00286531498805,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,55,56,False,19289,0.00264268245216,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,56,57,False,16603,0.00227468799591,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,57,58,False,15213,0.00208425154983,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,58,59,False,13634,0.00186792122727,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,59,60,False,12694,0.00173913686804,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,60,61,False,10303,0.00141155877985,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,61,62,False,6565,0.00089943544499,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,62,63,False,7309,0.00100136689527,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,63,64,False,6099,0.000835591283929,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,64,65,False,3922,0.000537332188157,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,65,66,False,2114,0.000289627803612,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,66,67,False,1685,0.000230852814137,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,67,68,False,1409,0.000193039534195,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,68,69,False,1089,0.000149198050205,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,69,70,False,574,7.86406619078e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,70,71,False,713,9.76843065161e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,71,72,False,649,8.8916009718e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,72,73,False,596,8.16547639321e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,73,74,False,458,6.27481239612e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,74,75,False,370,5.06917158639e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,76,False,311,4.26084422532e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,76,77,False,258,3.53471964673e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,77,78,False,220,3.01410202434e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,78,79,False,158,2.16467327203e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,79,80,False,129,1.76735982336e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,80,81,False,123,1.68515704088e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,81,82,False,110,1.50705101217e-05,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,82,83,False,42,5.75419477374e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,83,84,False,39,5.34318086133e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,84,85,False,47,6.43921796109e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,85,86,False,63,8.63129216061e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,86,87,False,47,6.43921796109e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,87,88,False,57,7.80926433579e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,88,89,False,40,5.4801854988e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,89,90,False,48,6.57622259856e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,90,91,False,33,4.52115303651e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,91,92,False,25,3.42511593675e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,93,False,32,4.38414839904e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,93,94,False,23,3.15110666181e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,94,95,False,21,2.87709738687e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,96,False,17,2.32907883699e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,96,97,False,16,2.19207419952e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,97,98,False,16,2.19207419952e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,98,99,False,18,2.46608347446e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,99,100,False,19,2.60308811193e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,100,101,False,15,2.05506956205e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,101,102,False,17,2.32907883699e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,102,103,False,8,1.09603709976e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,103,104,False,10,1.3700463747e-06,over52
2025-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,104,,True,244,3.34291315427e-05,over52
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,0,1,False,281808,0.0385386050679,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,1,2,False,338005,0.0462238162365,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,2,3,False,329141,0.0450116214254,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,3,4,False,313155,0.0428254587167,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,4,5,False,299411,0.0409459003364,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,5,6,False,293161,0.0400911826503,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,6,7,False,278284,0.0380566810478,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7,8,False,268292,0.0366902267887,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,8,9,False,257132,0.0351640428885,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,9,10,False,242857,0.0332118676935,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,10,11,False,236016,0.0322763279031,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,11,12,False,228079,0.0311909048192,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,12,13,False,217059,0.0296838665951,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,13,14,False,163392,0.0223446451458,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,14,15,False,201963,0.0276194156849,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,15,16,False,190577,0.0260623251931,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,16,17,False,148308,0.0202818352936,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,17,18,False,171814,0.0234963943222,within18
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,18,19,False,123339,0.016867203949,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,19,20,False,120966,0.016542684738,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,20,21,False,145102,0.0198433993093,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,21,22,False,140164,0.0191681039599,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,22,23,False,131292,0.0179548151102,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,23,24,False,129902,0.0177647258968,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,24,25,False,124525,0.0170293951771,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,25,26,False,119130,0.0162916028705,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,26,27,False,110158,0.0150646385378,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,27,28,False,99270,0.0135756519513,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,28,29,False,104482,0.0142884181241,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,29,30,False,99571,0.0136168151551,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,30,31,False,95018,0.0129941704151,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,31,32,False,90674,0.0124001074346,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,32,33,False,85102,0.0116381095231,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,33,34,False,76055,0.0104008885782,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,34,35,False,47818,0.00653934244996,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,35,36,False,34734,0.00475004225724,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,36,37,False,70915,0.00969796875316,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,37,38,False,67816,0.0092741655357,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,38,39,False,65780,0.00899573270229,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,39,40,False,61882,0.00846266237585,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,40,41,False,59713,0.00816604115008,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,41,42,False,57064,0.00780377760601,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,42,43,False,53751,0.00735070885498,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,43,44,False,47619,0.00651212823883,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,44,45,False,47198,0.0064545544555,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,45,46,False,45396,0.00620812225225,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,46,47,False,43571,0.00595854468792,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,47,48,False,40292,0.00551012560111,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,48,49,False,35927,0.00491319076916,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,49,50,False,32534,0.00444918163175,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,51,False,30612,0.00418633884893,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,51,52,False,27828,0.00380561340285,middle
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,52,53,False,18776,0.00256770868377,over52
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,53,54,False,21693,0.00296662252221,over52
2025-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,54,55,False,19624,0.00268367677941,over52
